#UNIQUE-ID	TYPES	COMMON-NAME
PWY-5209	METHANOGENESIS;	methyl-coenzyme M oxidation to CO<sub>2</sub>;
PWY-6555	Phytate-Biosynthesis; Super-Pathways;	superpathway of 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis (plants);
PWY-7840	Sphingolipid-Biosynthesis;	gala-series glycosphingolipids biosynthesis;
PWY-5363	FLAVONOL-SYN;	chrysin biosynthesis;
PWY-5950	SESQUITERPENOID-SYN;	geosmin biosynthesis;
PWY3DJ-12	Sphingolipid-Biosynthesis;	ceramide <i>de novo</i> biosynthesis;
PWY-7712	SESQUITERPENOID-SYN;	deoxynivalenol biosynthesis;
PWY0-1590	Electron-Transfer;	NADH to hydrogen peroxide electron transfer;
P124-PWY	Acetate-Formation; Fermentation-to-Lactate; Sugars-And-Polysaccharides-Degradation;	Bifidobacterium shunt;
PWY-6361	Phytate-Biosynthesis;	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3);
PWY-6052	Dimethylsulfoniopropionate-Degradation;	dimethylsulfoniopropanoate degradation III (demethylation);
PWY-6105	TRITERPENOID-SYN;	botryococcenes and methylated squalene biosynthesis;
PWY-5129	Sphingolipid-Biosynthesis;	sphingolipid biosynthesis (plants);
PWY-6257	SESQUITERPENOID-SYN;	curcumene biosynthesis;
PWY-6805	Cellulose-Degradation; Glycan-Degradation;	cellulose degradation I (cellulosome);
PWY-7839	Sphingolipid-Biosynthesis;	lacto-series glycosphingolipids biosynthesis;
PWY-6233	Jasmonates-Biosynthesis;	jasmonoyl-amino acid conjugates biosynthesis II;
PWY-7730	SESQUITERPENOID-SYN;	T-2 toxin biosynthesis;
PWY-3781	AEROBIC-RESPIRATION; Electron-Transfer;	aerobic respiration I (cytochrome c);
PWY-6554	Phytate-Biosynthesis;	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3);
PWY-8042	Sphingolipid-Biosynthesis;	acylceramide biosynthesis;
PWY-7163	FLAVONOL-SYN;	polymethylated kaempferol biosynthesis;
PWY-6271	SESQUITERPENOID-SYN;	eudesmol biosynthesis;
PWY-6290	SESQUITERPENOID-SYN;	&beta;-cubebene biosynthesis;
PWY-6481	Other-biosynthesis;	L-dopa and L-dopachrome biosynthesis;
P163-PWY	Acetate-Formation; Acetyl-CoA-Butyrate; LYSINE-DEG;	L-lysine fermentation to acetate and butanoate;
PWY-4661	Phytate-Biosynthesis;	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>);
PWY-6498	Other-biosynthesis;	eumelanin biosynthesis;
PWY-3301	CINNAMATE-SYN;	sinapate ester biosynthesis;
PWY-6669	SESQUITERPENOID-SYN;	&delta;-guaiene biosynthesis;
PWY-6627	POLYKETIDE-SYN;	salinosporamide A biosynthesis;
PWY-6730	Other-biosynthesis;	methylhalides biosynthesis (plants);
PWY-6788	Cellulose-Degradation;	cellulose degradation II (fungi);
PWY-7442	Other-biosynthesis;	drosopterin and aurodrosopterin biosynthesis;
PWY-6692	Iron-Metabolism;	Fe(II) oxidation;
PWY-5425	SESQUITERPENOID-SYN;	oleoresin sesquiterpene volatiles biosynthesis;
PWY-7917	Other-biosynthesis;	pheomelanin biosynthesis;
PWY0-1568	AEROBIC-RESPIRATION; Electron-Transfer;	NADH to cytochrome <i>bd</i> oxidase electron transfer II;
PWY-5250	METHANOGENESIS;	methanogenesis from trimethylamine;
PWY-5994	Palmitate-Biosynthesis;	palmitate biosynthesis I (animals and fungi);
PWY-6372	Phytate-Biosynthesis;	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis IV (<i>Dictyostelium</i>);
PWY-8043	Other-biosynthesis;	ophthalmate biosynthesis;
PWY-5773	SESQUITERPENOID-SYN;	gossypol biosynthesis;
PWY-12	POLYKETIDE-SYN;	pentaketide chromone biosynthesis;
PWY-6578	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis III;
PWY-6035	FLAVONOL-SYN; Metabolic-Clusters;	2,3-<i>cis</i>-flavanols biosynthesis;
PWY-2301	Cyclitols-Biosynthesis;	<i>myo</i>-inositol biosynthesis;
PWY-6519	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis I;
PWY-7711	SESQUITERPENOID-SYN;	calonectrin biosynthesis;
PWY-7147	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis II;
PWY-5535	Acetate-Formation;	acetate and ATP formation from acetyl-CoA II;
PWY-6254	SESQUITERPENOID-SYN;	santalene biosynthesis I;
PWY-7563	POLYKETIDE-SYN;	bassianin and desmethylbassianin biosynthesis;
PWY-6784	Cellulose-Degradation; Metabolic-Clusters;	cellulose and hemicellulose degradation (cellulolosome);
PWY-5934	Iron-Metabolism;	iron reduction and absorption;
PWY-7714	SESQUITERPENOID-SYN;	harzianum A and trichodermin biosynthesis;
PWY-5303	AEROBIC-RESPIRATION; Thiosulfate-Oxidation;	thiosulfate oxidation II (via tetrathionate);
PWY-5971	Palmitate-Biosynthesis;	palmitate biosynthesis II (bacteria and plants);
PWY-7171	FLAVONOL-SYN;	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives;
PWY-6265	SESQUITERPENOID-SYN;	zerumbone biosynthesis;
PWY-6310	POLYKETIDE-SYN;	aloesone biosynthesis II;
PWY-6358	Cyclitols-Biosynthesis; Super-Pathways;	superpathway of D-<i>myo</i>-inositol (1,4,5)-trisphosphate metabolism;
PWY-6278	SESQUITERPENOID-SYN;	botrydial biosynthesis;
P162-PWY	Acetate-Formation; Acetyl-CoA-Butyrate; GLUTAMATE-DEG;	L-glutamate degradation V (via hydroxyglutarate);
PWY-6794	PUR-NUC-SYN;	adenosine 5'-phosphoramidate biosynthesis;
PWY-5168	CINNAMATE-SYN;	ferulate and sinapate biosynthesis;
PWY-6294	SESQUITERPENOID-SYN;	selinene biosynthesis;
PWY-6316	POLYKETIDE-SYN;	aromatic polyketides biosynthesis;
PWY-6125	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II;
PWY-7187	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn;	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II;
PWY-2961	SESQUITERPENOID-SYN; TERPENOID-PHYTOALEXINS;	sesquiterpenoid phytoalexins biosynthesis;
PWY-7229	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I;
P203-PWY	OTHER-ENERGY; Sulfur-Disproportionation;	sulfur disproportionation I (anaerobic);
PWY-7544	AEROBIC-RESPIRATION; Electron-Transfer;	pyruvate to cytochrome <i>bo</i> oxidase electron transfer;
DENOVOPURINE2-PWY	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of purine nucleotides <i>de novo</i> biosynthesis II;
PWY-6631	FLAVONOL-SYN;	tricetin methylation;
PWY-6888	SESQUITERPENOID-SYN; TERPENOID-PHYTOALEXINS;	zealexin biosynthesis;
PWY-7689	POLYKETIDE-SYN;	8-<i>O</i>-methylfusarubin biosynthesis;
PWY-7228	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I;
PWY-6366	Cyclitols-Biosynthesis;	D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate biosynthesis;
PWY-6126	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II;
PWY0-166	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn; Super-Pathways;	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>);
PWY-5733	SESQUITERPENOID-SYN;	germacrene biosynthesis;
PWY-841	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of purine nucleotides <i>de novo</i> biosynthesis I;
PROPFERM-PWY	Acetate-Formation; Fermentation-to-propanoate; Super-Pathways;	L-alanine fermentation to propanoate and acetate;
PWY8J2-22	Kanosamine-Biosynthesis;	kanosamine biosynthesis II;
PWY-6128	SESQUITERPENOID-SYN;	cis-calamenene related sesquiterpenoids biosynthesis;
PWY-6438	POLYKETIDE-SYN;	phenylphenalenone biosynthesis;
PWY-7227	Adenosine-Deoxy-Denovo-Bbiosynthesis;	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis;
PWY-7211	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn; Super-Pathways;	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis;
PWY-7713	SESQUITERPENOID-SYN;	nivalenol biosynthesis;
PWY-7220	Adenosine-Deoxy-Denovo-Bbiosynthesis;	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II;
PWY0-1334	AEROBIC-RESPIRATION; Electron-Transfer;	NADH to cytochrome <i>bd</i> oxidase electron transfer I;
PWY-7191	FLAVONOL-SYN;	kaempferol diglycoside biosynthesis (pollen-specific);
PWY-6351	Cyclitols-Biosynthesis;	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis;
PWY-7561	POLYKETIDE-SYN;	tenellin biosynthesis;
PWY-695	Abscisic-Acid-Biosynthesis;	abscisic acid biosynthesis;
PWY66-421	Dipeptide-Biosynthesis;	homocarnosine biosynthesis;
PWY0-1312	Acetate-Formation;	acetate and ATP formation from acetyl-CoA I;
PWY-5968	CINNAMATE-SYN;	cinnamate esters biosynthesis;
PWY4FS-17	Abscisic-Acid-Biosynthesis;	abscisic acid biosynthesis shunt;
PWY-4801	POLYKETIDE-SYN;	aloesone biosynthesis I;
PWY-6111	Fatty-Acid-and-Lipid-Degradation;	mitochondrial L-carnitine shuttle;
PWY66-367	OTHER-ENERGY;	ketogenesis;
PWY0-1544	AEROBIC-RESPIRATION; Electron-Transfer;	proline to cytochrome <i>bo</i> oxidase electron transfer;
PWY-7119	Fatty-Acid-and-Lipid-Degradation;	sphingolipid recycling and degradation (yeast);
PWY-7140	FLAVONOL-SYN;	myricetin gentiobioside biosynthesis;
PWY-6365	Cyclitols-Biosynthesis;	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis;
PWY-6314	POLYKETIDE-SYN;	plumbagin biosynthesis;
PWY-7783	Fatty-Acid-and-Lipid-Degradation;	plasmalogen degradation;
PWY6666-1	Fatty-Acid-and-Lipid-Degradation;	anandamide degradation;
ACETOACETATE-DEG-PWY	Fatty-Acid-and-Lipid-Degradation;	acetoacetate degradation (to acetyl CoA);
PWY-4261	Fatty-Acid-and-Lipid-Degradation; GLYCEROL-DEG;	glycerol degradation I;
PWY-5978	Kanosamine-Biosynthesis;	kanosamine biosynthesis I;
PWY-7673	POLYKETIDE-SYN;	fusarin C biosynthesis;
PWY-6483	Fatty-Acid-and-Lipid-Degradation;	ceramide degradation;
PWY-7367	Fatty-Acid-and-Lipid-Degradation;	phosphatidylcholine resynthesis via glycerophosphocholine;
PWY-7739	PHYTOALEXIN-SYN;	aucuparin biosynthesis;
PWY3DJ-11470	Fatty-Acid-and-Lipid-Degradation;	sphingosine and sphingosine-1-phosphate metabolism;
PWY0-1567	AEROBIC-RESPIRATION; Electron-Transfer;	NADH to cytochrome <i>bo</i> oxidase electron transfer II;
LIPASYN-PWY	Fatty-Acid-and-Lipid-Degradation; Metabolic-Clusters;	phospholipases;
PWY-7495	FLAVONOL-SYN;	gossypetin metabolism;
PWY-6369	Cyclitols-Biosynthesis;	inositol diphosphates biosynthesis;
PWY-6432	POLYKETIDE-SYN; Super-Pathways;	curcuminoid biosynthesis;
PWY-6368	Fatty-Acid-and-Lipid-Degradation;	3-phosphoinositide degradation;
GLUTAMATE-DEG1-PWY	GLUTAMATE-DEG;	L-glutamate degradation I;
PWY-7366	Fatty-Acid-and-Lipid-Degradation;	phosphatidylglycerol degradation;
PWY-8056	Fatty-Acid-and-Lipid-Degradation;	anandamide lipoxygenation;
SOPHOROSYLOXYDOCOSANOATE-DEG-PWY	Fatty-Acid-and-Lipid-Degradation;	sophorosyloxydocosanoate deacetylation;
PWY1F-467	CINNAMATE-SYN;	phenylpropanoid biosynthesis, initial reactions;
PWY-6244	Bergamotene-Biosynthesis;	bergamotene biosynthesis II;
PWY-7695	POLYKETIDE-SYN;	aurofusarin biosynthesis;
LIPAS-PWY	Fatty-Acid-and-Lipid-Degradation;	triacylglycerol degradation;
PWY-7466	Acetone-Degradation;	acetone degradation III (to propane-1,2-diol);
PWY-5533	Acetone-Degradation;	acetone degradation II (to acetoacetate);
PWY-6118	OTHER-ENERGY;	glycerol-3-phosphate shuttle;
PWY-4521	AEROBIC-RESPIRATION; Arsenate-Detoxification; CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Electron-Transfer;	arsenite oxidation I (respiratory);
PWY-5451	Acetone-Degradation;	acetone degradation I (to methylglyoxal);
PWY-5059	FLAVONOL-SYN;	pinobanksin biosynthesis;
PWY-5338	Cyclitols-Biosynthesis;	galactosylcyclitol biosynthesis;
PWY-7513	POLYKETIDE-SYN;	flaviolin dimer and mompain biosynthesis;
PWY-5822	CHLORINATED-COMPOUNDS-DEG;	trichloroethene degradation;
12DICHLORETHDEG-PWY	CHLORINATED-COMPOUNDS-DEG;	1,2-dichloroethane degradation;
PCPDEG-PWY	CHLORINATED-COMPOUNDS-DEG;	pentachlorophenol degradation;
PWY-6928	Cholesterol-Degradation; Super-Pathways;	superpathway of cholesterol degradation I (cholesterol oxidase);
PCEDEG-PWY	CHLORINATED-COMPOUNDS-DEG;	tetrachloroethene degradation;
PWY-1641	Methane-Oxidation;	methane oxidation to methanol I;
GAMMAHEXCHLORDEG-PWY	CHLORINATED-COMPOUNDS-DEG;	&gamma;-hexachlorocyclohexane degradation;
PWY-7880	POLYKETIDE-SYN;	coelimycin P1 biosynthesis;
PWY-7428	2-Chloroacrylates-Degradation;	2-chloroacrylate degradation II;
PWY-7425	2-Chloroacrylates-Degradation;	2-chloroacrylate degradation I;
PWY-6418	PHYTOALEXIN-SYN; POLYKETIDE-SYN;	4-hydroxycoumarin and dicoumarol biosynthesis;
PWY-7429	AEROBIC-RESPIRATION; Arsenate-Detoxification; CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Electron-Transfer;	arsenite oxidation II (respiratory);
PWY-7150	FLAVONOL-SYN;	polymethylated quercetin glucoside biosynthesis I - quercetin series (Chrysosplenium);
PWY-6364	Cyclitols-Biosynthesis;	D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis;
PWY-7565	POLYKETIDE-SYN;	aspyridone A biosynthesis;
PWY-4321	GLUTAMATE-DEG;	L-glutamate degradation IV;
PWY-6464	Alcohol-Degradation;	polyvinyl alcohol degradation;
PWY-6947	Cholesterol-Degradation; Super-Pathways;	superpathway of cholesterol degradation II (cholesterol dehydrogenase);
PWY0-1280	Alcohol-Degradation;	ethylene glycol degradation;
PWY-2181	CINNAMATE-SYN;	free phenylpropanoid acid biosynthesis;
PWY-6243	Bergamotene-Biosynthesis;	bergamotene biosynthesis I;
GLYCOL-GLYOXDEG-PWY	Alcohol-Degradation; Super-Pathways;	superpathway of glycol metabolism and degradation;
PWY-8037	POLYKETIDE-SYN;	saliniketal A biosynthesis;
PWY-7616	Alcohol-Degradation; Detoxification; Super-Pathways;	methanol oxidation to carbon dioxide;
CYCLOHEXANOL-OXIDATION-PWY	Alcohol-Degradation;	cyclohexanol degradation;
PWY-5302	OTHER-ENERGY; Sulfur-Disproportionation;	sulfur disproportionation II (aerobic);
PWY0-1329	AEROBIC-RESPIRATION; Electron-Transfer;	succinate to cytochrome <i>bo</i> oxidase electron transfer;
PWY-7013	Alcohol-Degradation; Fermentation-to-propanoate;	(<i>S</i>)-propane-1,2-diol degradation;
PWY-701	METHIONINE-DEG;	L-methionine degradation II;
PWY66-389	Alcohol-Degradation;	phytol degradation;
PWY-5348	FLAVONOL-SYN;	kaempferol triglucoside biosynthesis;
PWY-5393	POLYKETIDE-SYN;	raspberry ketone biosynthesis;
PWY-5922	Carveol-Degradation;	(4<i>R</i>)-carveol and (4<i>R</i>)-dihydrocarveol degradation;
PWY3O-246	2-3-Butanediol-Degradation;	(R,R)-butanediol degradation;
PWY-6388	2-3-Butanediol-Degradation;	(S,S)-butanediol degradation;
PWY-6946	Cholesterol-Degradation;	cholesterol degradation to androstenedione II (cholesterol dehydrogenase);
PWY-6742	Methane-Oxidation;	methane oxidation to methanol II;
PWY-8049	POLYKETIDE-SYN;	pederin biosynthesis;
PWY-4922	COUMARIN-PHYTOALEXINS; COUMARIN-SYN; POLYKETIDE-SYN;	6-methoxymellein biosynthesis;
PWY0-1353	AEROBIC-RESPIRATION; Electron-Transfer;	succinate to cytochrome <i>bd</i> oxidase electron transfer;
PWY-7160	FLAVONOL-SYN;	polymethylated myricetin biosynthesis (tomato);
PWY-5766	GLUTAMATE-DEG;	L-glutamate degradation X;
PWY-6312	POLYKETIDE-SYN;	barbaloin biosynthesis;
PWY-5927	Carveol-Degradation;	(4<i>S</i>)-carveol and (4<i>S</i>)-dihydrocarveol degradation;
PWY-6945	Cholesterol-Degradation;	cholesterol degradation to androstenedione I (cholesterol oxidase);
PWY-5071	CINNAMATE-SYN; Super-Pathways;	superpathway of rosmarinic acid biosynthesis;
PWY-7672	POLYKETIDE-SYN;	fusaric acid biosynthesis;
PWY-7378	Aminopropanol-Phosphate-Biosynthesis;	aminopropanol phosphate biosynthesis II;
PWY66-368	OTHER-ENERGY;	ketolysis;
PWY0-1565	AEROBIC-RESPIRATION; Electron-Transfer;	D-lactate to cytochrome <i>bo</i> oxidase electron transfer;
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;
PWY-5391	FLAVONOL-SYN;	syringetin biosynthesis;
PWY-7692	POLYKETIDE-SYN;	bikaverin biosynthesis;
PWY-7377	Cobyrinate-diamide-Biosynthesis;	cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion);
PWY-6622	Alkanes-Biosynthesis;	heptadecane biosynthesis;
PWY-6129	Lipid-Biosynthesis;	dolichol and dolichyl phosphate biosynthesis;
PWY-5443	Aminopropanol-Phosphate-Biosynthesis;	aminopropanol phosphate biosynthesis I;
PWY-4302	AEROBIC-RESPIRATION; Electron-Transfer;	aerobic respiration III (alternative oxidase pathway);
PWY-7168	FLAVONOL-SYN;	flavonol acylglucoside biosynthesis I - kaempferol derivatives;
PWYQT-4427	Lipid-Biosynthesis;	sulfoquinovosyl diacylglycerol biosynthesis;
PWY-5087	GLUTAMATE-DEG;	L-glutamate degradation VI (to pyruvate);
KDO-NAGLIPASYN-PWY	Lipid-Biosynthesis; Lipopolysaccharide-Biosynthesis; Super-Pathways;	superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis;
PWY-7376	Cobyrinate-diamide-Biosynthesis;	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation);
PWY-5867	CINNAMATE-SYN;	<i>t</i>-anethole biosynthesis;
PWY-6823	Molybdenum-Cofactor-Biosynthesis;	molybdenum cofactor biosynthesis;
PWY-6803	Lipid-Biosynthesis;	phosphatidylcholine acyl editing;
PWY-7033	Alkanes-Biosynthesis;	alkane biosynthesis II;
NAGLIPASYN-PWY	Lipid-Biosynthesis; Lipopolysaccharide-Biosynthesis;	lipid IV<sub>A</sub> biosynthesis;
PWY-5337	Oligosaccharides-Biosynthesis;	stachyose biosynthesis;
THIOSULFOX-PWY	AEROBIC-RESPIRATION; Thiosulfate-Oxidation;	thiosulfate oxidation I (to tetrathionate);
PWY-5082	METHIONINE-DEG;	L-methionine degradation III;
PWY-7420	Lipid-Biosynthesis;	monoacylglycerol metabolism (yeast);
PWY-4762	Lipid-Biosynthesis; Super-Pathways;	superpathway of choline biosynthesis;
PWY-8025	Cyanurate-Degradation;	cyanuric acid degradation I;
TRNA-CHARGING-PWY	Aminoacyl-tRNAs-Charging; Metabolic-Clusters;	tRNA charging;
PWY-7742	Lipid-Biosynthesis;	phenolphthiocerol biosynthesis;
PWY-7032	Alkanes-Biosynthesis;	alkane biosynthesis I;
PWY-5148	Lipid-Biosynthesis;	acyl-CoA hydrolysis;
PWY-6686	Mannosylglucosylglycerate-Biosynthesis;	mannosylglucosylglycerate biosynthesis I;
PWY-7279	AEROBIC-RESPIRATION; Electron-Transfer;	aerobic respiration II (cytochrome c) (yeast);
PWY-7745	Lipid-Biosynthesis;	p-HBAD biosynthesis;
PWY-5885	Lipid-Biosynthesis;	wax esters biosynthesis II;
PWY-5169	Cyanurate-Degradation;	cyanuric acid degradation II;
PWY-6040	CINNAMATE-SYN;	chlorogenic acid biosynthesis II;
PWY-6308	Aminoacyl-tRNAs-Charging; CYSTEINE-SYN;	L-cysteine biosynthesis II (tRNA-dependent);
PWY3DJ-11281	Lipid-Biosynthesis;	sphingomyelin metabolism;
PWY-6517	N-Acetylglucosamine-Degradation; Super-Pathways;	<i>N</i>-acetylglucosamine degradation II;
KDO-LIPASYN-PWY	Lipid-Biosynthesis;	(Kdo)<sub>2</sub>-lipid A biosynthesis I;
PWY-6116	Oligosaccharides-Biosynthesis;	mannosylfructose biosynthesis;
PWY-7545	AEROBIC-RESPIRATION; Electron-Transfer;	pyruvate to cytochrome <i>bd</i> oxidase electron transfer;
METHIONINE-DEG1-PWY	METHIONINE-DEG;	L-methionine degradation I (to L-homocysteine);
TRIGLSYN-PWY	Lipid-Biosynthesis;	diacylglycerol and triacylglycerol biosynthesis;
CRNFORCAT-PWY	Creatinine-Degradation;	creatinine degradation I;
LPSSYN-PWY	Lipid-Biosynthesis; Super-Pathways;	superpathway of lipopolysaccharide biosynthesis;
PWY-3561	Choline-Biosynthesis;	choline biosynthesis III;
PWY-5921	Aminoacyl-tRNAs-Charging;	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;
PWY-6818	Lipid-Biosynthesis;	ornithine lipid biosynthesis;
PWY-321	EPIDERMAL-STRUCTURE; Lipid-Biosynthesis;	cutin biosynthesis;
PWY-6687	Mannosylglucosylglycerate-Biosynthesis;	mannosylglucosylglycerate biosynthesis II;
PWY0-1335	AEROBIC-RESPIRATION; Electron-Transfer;	NADH to cytochrome <i>bo</i> oxidase electron transfer I;
PWY-7741	Lipid-Biosynthesis;	phthiocerol biosynthesis;
PWY-4741	Creatinine-Degradation;	creatinine degradation III;
PWY-7744	Lipid-Biosynthesis;	dimycocerosyl phthiocerol biosynthesis;
PWY-3542	Choline-Biosynthesis;	choline biosynthesis II;
PWY-7461	CINNAMATE-SYN;	hydroxycinnamate sugar acid ester biosynthesis;
PWY-5884	Lipid-Biosynthesis;	wax esters biosynthesis I;
GLUAMCAT-PWY	N-Acetylglucosamine-Degradation;	<i>N</i>-acetylglucosamine degradation I;
PWY0-1264	Lipid-Biosynthesis;	biotin-carboxyl carrier protein assembly;
PWY-7031	Oligosaccharides-Biosynthesis; Protein-Glycosylation;	protein <i>N</i>-glycosylation (bacterial);
PWY0-1561	AEROBIC-RESPIRATION; Electron-Transfer;	glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer;
PWY-3461	TYROSINE-SYN;	L-tyrosine biosynthesis II;
PWY-6453	Lipid-Biosynthesis;	stigma estolide biosynthesis;
PWY-4722	Creatinine-Degradation;	creatinine degradation II;
SOPHOROSYLOXYDOCOSANOATE-SYN-PWY	Lipid-Biosynthesis;	sophorolipid biosynthesis;
PWY-3385	Choline-Biosynthesis;	choline biosynthesis I;
PWY-7997	Demethylmenaquinol-6-Biosynthesis;	demethylmenaquinol-4 biosynthesis;
PWY-6134	TYROSINE-SYN;	L-tyrosine biosynthesis IV;
LIPA-CORESYN-PWY	Glycan-Biosynthesis; Lipid-Biosynthesis;	lipid A-core biosynthesis (<i>E. coli</i> K-12);
PWY-6804	Lipid-Biosynthesis;	diacylglycerol biosynthesis (PUFA enrichment in oilseed);
PWY-6120	TYROSINE-SYN;	L-tyrosine biosynthesis III;
PWY-282	EPIDERMAL-STRUCTURE; Lipid-Biosynthesis;	cuticular wax biosynthesis;
PWY-7740	Lipid-Biosynthesis;	&beta;-D-mannosyl phosphomycoketide biosynthesis;
PWY-5853	Demethylmenaquinol-6-Biosynthesis;	demethylmenaquinol-6 biosynthesis I;
TYRSYN	TYROSINE-SYN;	L-tyrosine biosynthesis I;
PWY-5142	Lipid-Biosynthesis;	acyl-[acyl-carrier protein] thioesterase pathway;
PWY-7743	Lipid-Biosynthesis;	dimycocerosyl triglycosyl phenolphthiocerol biosynthesis;
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	Oligosaccharides-Biosynthesis; Protein-Glycosylation;	protein <i>N</i>-glycosylation initial phase (eukaryotic);
PWY-5670	Lipid-Biosynthesis; TRITERPENOID-SYN;	epoxysqualene biosynthesis;
PWY-7746	Lipid-Biosynthesis;	mycobacterial sulfolipid biosynthesis;
PWY-7373	Demethylmenaquinol-6-Biosynthesis; Super-Pathways;	superpathway of demethylmenaquinol-6 biosynthesis II;
PWY-7100	Insecticides-Biosynthesis;	spinosyn A biosynthesis;
PWY-7527	Methionine-Salvage; Super-Pathways;	L-methionine salvage cycle III;
PWY-5741	Energy-Metabolism;	ethylmalonyl-CoA pathway;
RUMP-PWY	Energy-Metabolism; Formaldehyde-Oxidation;	formaldehyde oxidation I;
PWY-6859	Energy-Metabolism;	<i>all-trans</i>-farnesol biosynthesis;
GLYOXYLATE-BYPASS	Energy-Metabolism;	glyoxylate cycle;
PWY-5754	4-Hydroxybenzoate-Biosynthesis;	4-hydroxybenzoate biosynthesis I (eukaryotes);
PWY-6876	Energy-Metabolism;	isopropanol biosynthesis (engineered);
PWY-7372	Demethylmenaquinol-6-Biosynthesis;	demethylmenaquinol-6 biosynthesis II;
