#Pathway_id	Type	Name	ECs	total_family	total_family_found	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
PROPFERM-PWY	"Acetate-Formation; Fermentation-to-propanoate; Super-Pathways;"	"L-alanine fermentation to propanoate and acetate;"	1.4.1.2+2.3.1.8+2.7.2.1+2.8.3.-	10	4	14	0.13	1054.94	0.07	27.98	0.02	1.88	0.00	1020.21	0.11	4.87	0.00
PWY-1042	"GLYCOLYSIS-VARIANTS;"	"glycolysis IV (plant cytosol);"	1.2.1.12+2.7.1.11+2.7.1.40+2.7.2.3+4.1.2.13+4.2.1.11+5.3.1.1	10	7	35	0.34	4139.42	0.26	337.20	0.26	621.33	0.29	2314.84	0.25	866.05	0.29
PWY-5783	"Polyprenyl-Biosynthesis;"	"octaprenyl diphosphate biosynthesis;"	2.5.1.-	1	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY3O-440	"Acetoin-Biosynthesis;"	"pyruvate fermentation to acetoin III;"	4.1.1.1	1	1	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
PWY-5431	"Catechol-Degradation; Super-Pathways;"	"aromatic compounds degradation via &beta;-ketoadipate;"	1.13.11.1+1.13.11.3+2.3.1.174+2.8.3.6+3.1.1.24+4.1.1.44+5.5.1.1+5.5.1.2	9	8	12	0.12	709.94	0.05	0.14	0.00	19.56	0.01	685.18	0.07	5.06	0.00
PWY-5407	"FATTY-ACID-DERIVATIVE-SYN;"	"9-lipoxygenase and 9-allene oxide synthase pathway;"	1.13.11.-	1	1	3	0.03	72.95	0.00	2.26	0.00	0.02	0.00	69.17	0.01	1.50	0.00
PWY-5690	"TCA-VARIANTS;"	"TCA cycle II (plants and fungi);"	1.1.1.37+1.1.1.41+1.3.5.1+4.2.1.2+4.2.1.3+6.2.1.5	7	6	25	0.24	1589.51	0.10	43.15	0.03	19.74	0.01	1513.61	0.16	13.01	0.00
PWY-5676	"Acetyl-CoA-Butyrate; Super-Pathways;"	"acetyl-CoA fermentation to butanoate II;"	1.1.1.36+2.3.1.8+2.3.1.9+2.7.2.1+2.8.3.8	7	5	15	0.14	595.91	0.04	27.70	0.02	10.78	0.01	551.54	0.06	5.89	0.00
PWYQT-4473	"GLUCOSINOLATE-SYN;"	"glucosinolate biosynthesis from tetrahomomethionine;"	1.14.13.-+2.6.1.-+2.8.2.-	4	3	5	0.05	265.33	0.02	10.50	0.01	0.23	0.00	254.12	0.03	0.49	0.00
PWY-5305	"APOCAROTENOID-SYN;"	"bixin biosynthesis;"	1.13.12.-+1.2.1.-+2.1.1.-	3	3	50	0.48	6483.39	0.41	690.85	0.54	1178.58	0.55	2826.61	0.31	1787.34	0.59
PWY-5448	""	""	1.1.1.103	2	1	4	0.04	266.40	0.02	8.34	0.01	0.69	0.00	256.61	0.03	0.77	0.00
ASPASN-PWY	"Amino-Acid-Biosynthesis; Metabolic-Clusters; Super-Pathways;"	"superpathway of L-aspartate and L-asparagine biosynthesis;"	2.6.1.1+3.5.1.1	4	2	8	0.08	522.36	0.03	15.65	0.01	20.69	0.01	481.18	0.05	4.84	0.00
PWY-5672	"TRITERPENOID-SYN;"	"ginsenosides biosynthesis;"	2.4.1.-+5.4.99.-	3	2	23	0.22	3159.01	0.20	328.06	0.26	614.00	0.29	1310.19	0.14	906.75	0.30
ARGORNPROST-PWY	"ARGININE-DEG; Super-Pathways;"	"L-arginine degradation (Stickland reaction);"	1.5.1.2+2.1.3.3+2.6.1.13+2.7.2.2+3.5.3.6	11	5	10	0.10	621.64	0.04	28.58	0.02	13.88	0.01	574.80	0.06	4.38	0.00
THIOREDOX-PWY	"Reductants;"	"thioredoxin pathway;"	1.8.1.9	1	1	6	0.06	2069.55	0.13	301.00	0.23	564.58	0.26	348.91	0.04	855.06	0.28
PWY-1186	"Other-Amino-Acid-Biosynthesis;"	"L-homomethionine biosynthesis;"	1.1.1.-+2.6.1.-	4	2	13	0.13	880.94	0.06	5.97	0.00	19.99	0.01	850.82	0.09	4.16	0.00
PWY0-321	"Phenylacetate-Degradation;"	"phenylacetate degradation I (aerobic);"	2.3.1.174+6.2.1.30	2	2	3	0.03	90.53	0.01	0.64	0.00	7.19	0.00	80.56	0.01	2.14	0.00
DETOX1-PWY	"REACTIVE-OXYGEN-SPECIES-DEGRADATION;"	"superoxide radicals degradation;"	1.11.1.6+1.15.1.1	2	2	6	0.06	596.18	0.04	9.44	0.01	1.14	0.00	584.25	0.06	1.36	0.00
PWY-5004	"Citrulline-Biosynthesis; Super-Pathways;"	"superpathway of L-citrulline metabolism;"	1.2.1.41+2.1.3.3+2.6.1.13+2.7.2.11+3.5.1.2+4.3.2.1+6.3.4.5	11	7	30	0.29	2686.98	0.17	180.66	0.14	786.05	0.37	1531.12	0.17	189.15	0.06
PLPSAL-PWY	"Vitamin-B6-Biosynthesis;"	"pyridoxal 5'-phosphate salvage I;"	2.7.1.-+2.7.1.35	3	2	11	0.11	631.37	0.04	19.30	0.02	5.35	0.00	602.28	0.07	4.43	0.00
PWY-5759	"TRITERPENOID-SYN;"	"saponin biosynthesis III;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PWY-5663	"Tetrahydrobiopterin-Biosynthesis;"	"erythro-tetrahydrobiopterin biosynthesis I;"	1.1.1.153+3.5.4.16+4.2.3.12	3	3	4	0.04	198.68	0.01	18.01	0.01	1.39	0.00	176.25	0.02	3.04	0.00
PWY-5864	"Plastoquinone-Biosynthesis; Super-Pathways;"	"superpathway of plastoquinol biosynthesis;"	1.13.11.27+2.1.1.-+2.5.1.-	4	3	62	0.60	5340.95	0.34	422.95	0.33	620.78	0.29	3353.13	0.37	944.08	0.31
PWY0-1479	"Nucleic-Acid-Processing;"	"tRNA processing;"	2.7.7.56+3.1.13.1+3.1.13.5+3.1.26.12+3.1.26.5	5	5	12	0.12	2319.68	0.15	324.49	0.25	599.36	0.28	527.50	0.06	868.33	0.29
PWY-5294	"Sulfide-Oxidation; Super-Pathways;"	"superpathway of sulfide oxidation (<i>Acidithiobacillus ferrooxidans</i>);"	1.8.2.1+1.8.5.-	3	2	4	0.04	342.19	0.02	6.92	0.01	6.58	0.00	321.43	0.04	7.26	0.00
URSIN-PWY	"Polyamine-Biosynthesis; Super-Pathways;"	"ureide biosynthesis;"	1.1.1.205+1.17.1.4+2.4.2.1+3.1.3.5+3.5.2.17	6	5	18	0.17	1145.73	0.07	72.33	0.06	11.50	0.01	1045.52	0.11	16.39	0.01
PWY4FS-8	"PhosphatidylglycerolBiosynthesis; Super-Pathways;"	"phosphatidylglycerol biosynthesis II (non-plastidic);"	1.1.1.94+2.3.1.51+2.7.7.41+2.7.8.5+3.1.3.27	6	5	15	0.14	922.70	0.06	68.00	0.05	31.85	0.01	799.24	0.09	23.61	0.01
GAMMAHEXCHLORDEG-PWY	"CHLORINATED-COMPOUNDS-DEG;"	"&gamma;-hexachlorocyclohexane degradation;"	1.1.-.-+3.8.1.5	4	2	11	0.11	1174.28	0.08	2.62	0.00	2.21	0.00	1167.82	0.13	1.64	0.00
SULFATE-CYS-PWY	"Sulfur-Metabolism; Super-Pathways;"	"superpathway of sulfate assimilation and cysteine biosynthesis;"	1.1.1.95+1.8.4.8+2.3.1.30+2.5.1.47+2.6.1.52+3.1.3.3	9	6	15	0.14	1296.93	0.08	15.55	0.01	6.15	0.00	1272.17	0.14	3.06	0.00
PWY-6462	"Peptidoglycan-Cross-Bridge-Biosynthesis;"	"peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis);"	2.3.2.-	2	1	2	0.02	104.10	0.01	7.98	0.01	0.16	0.00	95.61	0.01	0.35	0.00
PWY-5921	"Aminoacyl-tRNAs-Charging;"	"glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;"	6.3.5.7	1	1	7	0.07	820.02	0.05	0.74	0.00	18.66	0.01	795.04	0.09	5.58	0.00
PWY-43	"Putrescine-Biosynthesis;"	"putrescine biosynthesis II;"	3.5.1.53+4.1.1.19	3	2	3	0.03	136.67	0.01	0.04	0.00	0.28	0.00	134.78	0.01	1.57	0.00
M-CRESOL-DEGRADATION-PWY	"AROMATIC-COMPOUNDS-DEGRADATION;"	"<I>m</I>-cresol degradation;"	1.14.13.-+1.14.13.24	5	2	7	0.07	468.54	0.03	8.40	0.01	20.42	0.01	435.80	0.05	3.92	0.00
PWY-6422	"D-Amino-Acid-Degradation;"	"D-arginine degradation;"	1.4.99.-	2	1	3	0.03	434.16	0.03	0.07	0.00	4.40	0.00	428.15	0.05	1.55	0.00
GLUTAMATE-DEG1-PWY	"GLUTAMATE-DEG;"	"L-glutamate degradation I;"	1.4.1.2	1	1	4	0.04	251.21	0.02	8.46	0.01	0.80	0.00	239.83	0.03	2.13	0.00
ENTNER-DOUDOROFF-PWY	"Entner-Duodoroff-Pathways;"	"Entner-Doudoroff shunt;"	4.1.2.14+4.2.1.12	2	2	3	0.03	66.38	0.00	0.41	0.00	0.01	0.00	65.88	0.01	0.09	0.00
PWY-5189	"Tetrapyrrole-Biosynthesis;"	"tetrapyrrole biosynthesis II (from glycine);"	2.3.1.37+2.5.1.61+4.2.1.24+4.2.1.75	4	4	7	0.07	487.07	0.03	0.69	0.00	4.94	0.00	478.17	0.05	3.27	0.00
PWY-1723	"Formaldehyde-Oxidation;"	"formaldehyde oxidation VI (H<sub>4</sub>MPT pathway);"	1.5.1.-	2	1	1	0.01	13.90	0.00	0.00	0.00	0.02	0.00	12.46	0.00	1.42	0.00
PWY-6268	"Cobamide-Salvage;"	"adenosylcobalamin salvage from cobalamin;"	2.5.1.17	1	1	4	0.04	369.87	0.02	18.13	0.01	1.79	0.00	346.60	0.04	3.35	0.00
PWY-6426	"Uracil-Degradation;"	"uracil degradation II (oxidative);"	3.5.2.1	3	1	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
PWY-5760	"Beta-Alanine-Biosynthesis;"	"&beta;-alanine biosynthesis IV;"	1.2.1.3	2	1	4	0.04	181.68	0.01	0.13	0.00	0.26	0.00	181.16	0.02	0.13	0.00
PWY-6146	"Biosynthesis; Super-Pathways;"	"<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism;"	1.1.1.37+1.3.99.1+1.5.1.5+2.1.1.-+2.3.1.9+2.5.1.10+2.6.1.1+2.7.1.36+2.7.1.40+2.7.4.2+3.5.4.9+4.1.1.31+4.1.1.33+4.1.2.13+4.2.1.1+4.2.1.11+4.2.1.2+5.3.1.1+5.3.1.9+5.3.3.2+6.2.1.5+6.3.4.3+6.4.1.1	39	23	96	0.92	7086.96	0.45	490.66	0.38	697.18	0.32	4885.70	0.53	1013.42	0.33
PWY0-881	"Fatty-acid-biosynthesis; Super-Pathways;"	"superpathway of fatty acid biosynthesis I (E. coli);"	1.1.1.100+1.3.1.9+2.3.1.-+2.3.1.180+2.3.1.39+2.3.1.41+4.2.1.-+4.2.1.59+6.4.1.2	13	9	60	0.58	3896.25	0.25	76.98	0.06	39.49	0.02	3760.26	0.41	19.52	0.01
BSUBPOLYAMSYN-PWY	"Spermidine-Biosynthesis;"	"spermidine biosynthesis I;"	2.5.1.16+4.1.1.50	2	2	2	0.02	173.88	0.01	7.76	0.01	0.22	0.00	165.57	0.02	0.32	0.00
PWY-5837	"DHNA-Biosynthesis;"	"2-carboxy-1,4-naphthoquinol biosynthesis;"	2.2.1.9+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	7	7	17	0.16	2553.14	0.16	343.81	0.27	597.65	0.28	713.26	0.08	898.42	0.30
PWY-5107	"DITERPENOID-SYN;"	"phytol salvage pathway;"	2.7.1.-+2.7.4.-	2	2	15	0.14	2658.98	0.17	351.08	0.27	591.32	0.27	820.59	0.09	895.99	0.30
PWY-6165	"Chorismate-Biosynthesis; Super-Pathways;"	"chorismate biosynthesis II (archaea);"	1.1.1.25+2.5.1.19+2.7.1.71+4.2.1.10+4.2.3.5	6	5	10	0.10	649.96	0.04	6.07	0.00	24.63	0.01	613.28	0.07	5.98	0.00
PWY-6135	""	""	3.6.3.-	1	1	42	0.40	6107.76	0.39	647.48	0.50	1143.84	0.53	2591.40	0.28	1725.04	0.57
TRPSYN-PWY	"TRYPTOPHAN-BIOSYNTHESIS;"	"L-tryptophan biosynthesis;"	2.4.2.18+4.1.1.48+4.1.3.27+4.2.1.20+5.3.1.24	5	5	25	0.24	2943.90	0.19	303.65	0.24	598.75	0.28	1178.78	0.13	862.72	0.28
PWY-6519	"7-Keto-8-aminopelargonate-Biosynthesis;"	"8-amino-7-oxononanoate biosynthesis I;"	1.1.1.100+2.1.1.-+2.3.1.180+2.3.1.41+2.3.1.47+3.1.1.-+4.2.1.59	8	7	60	0.58	4860.03	0.31	414.67	0.32	633.85	0.29	2866.54	0.31	944.96	0.31
TOLUENE-DEG-DIOL-PWY	"TOLUENE-DEG;"	"toluene degradation to 2-hydroxypentadienoate (<I>via</I> toluene-<I>cis</I>-diol);"	1.13.11.2+3.7.1.-	4	2	2	0.02	67.59	0.00	2.39	0.00	0.11	0.00	64.96	0.01	0.14	0.00
MENAQUINONESYN-PWY	"Menaquinone-Biosynthesis;"	"menaquinol-8 biosynthesis;"	2.1.1.163	1	1	2	0.02	99.42	0.01	8.13	0.01	0.08	0.00	89.64	0.01	1.58	0.00
PWY-6424	""	""	2.1.1.-	1	1	37	0.36	3582.07	0.23	376.29	0.29	605.32	0.28	1669.61	0.18	930.85	0.31
PWY-3821	"Detoxification;"	"D-galactose detoxification;"	1.1.1.22+2.4.1.13+2.7.7.9+5.1.3.2	6	4	11	0.11	636.33	0.04	3.06	0.00	21.01	0.01	605.41	0.07	6.84	0.00
PWY-5965	"Fatty-acid-biosynthesis;"	"fatty acid biosynthesis initiation III;"	2.3.1.-+2.3.1.41	2	2	26	0.25	1863.86	0.12	25.77	0.02	10.61	0.00	1821.11	0.20	6.37	0.00
RIBOKIN-PWY	"Sugars-And-Polysaccharides-Degradation;"	"ribose phosphorylation;"	2.7.1.15+5.4.99.-	2	2	14	0.13	865.28	0.06	37.68	0.03	22.50	0.01	798.22	0.09	6.89	0.00
PWY-782	"Glycolipids-Biosynthesis;"	"glycolipid desaturation;"	1.14.99.-	1	1	8	0.08	434.40	0.03	29.01	0.02	0.32	0.00	402.70	0.04	2.36	0.00
PWY-5791	""	""	2.2.1.9+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	7	7	17	0.16	2553.14	0.16	343.81	0.27	597.65	0.28	713.26	0.08	898.42	0.30
PWY-6118	"OTHER-ENERGY;"	"glycerol-3-phosphate shuttle;"	1.1.5.3	2	1	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
HEME-BIOSYNTHESIS-II	"Heme-b-Biosynthesis;"	"heme <i>b</i> biosynthesis I (aerobic);"	1.3.3.3+1.3.3.4+4.1.1.37+4.99.1.1	4	4	11	0.11	458.09	0.03	2.49	0.00	10.75	0.00	434.72	0.05	10.14	0.00
PWY-101	"Electron-Transfer; Photosynthesis;"	"photosynthesis light reactions;"	1.18.1.2	1	1	4	0.04	1908.85	0.12	285.31	0.22	587.28	0.27	136.62	0.01	899.62	0.30
COA-PWY	"CoA-Biosynthesis;"	"coenzyme A biosynthesis I (prokaryotic);"	2.7.1.24+2.7.1.33+2.7.7.3+4.1.1.36+6.3.2.5	5	5	17	0.16	1099.75	0.07	42.50	0.03	13.59	0.01	1033.12	0.11	10.54	0.00
PWY0-1329	"AEROBIC-RESPIRATION; Electron-Transfer;"	"succinate to cytochrome <i>bo</i> oxidase electron transfer;"	1.3.5.1	2	1	6	0.06	567.36	0.04	1.99	0.00	8.47	0.00	553.43	0.06	3.48	0.00
PWY-2961	"SESQUITERPENOID-SYN; TERPENOID-PHYTOALEXINS;"	"sesquiterpenoid phytoalexins biosynthesis;"	1.14.-.-	2	1	5	0.05	306.19	0.02	0.37	0.00	4.10	0.00	300.52	0.03	1.20	0.00
PWY-5324	"LYSINE-DEG;"	"L-lysine degradation IX;"	1.2.1.31	2	1	2	0.02	69.49	0.00	0.03	0.00	0.09	0.00	67.84	0.01	1.53	0.00
PWY-5439	"BETALAIN-ALKALOIDS;"	"betacyanin biosynthesis (via dopamine);"	1.10.3.-	1	1	10	0.10	2239.05	0.14	310.89	0.24	582.66	0.27	486.85	0.05	858.64	0.28
GLUCONEO-PWY	"Gluconeogenesis;"	"gluconeogenesis I;"	1.1.1.37+1.1.1.38+1.1.1.40+1.2.1.12+2.7.2.3+2.7.9.2+3.1.3.11+4.1.1.31+4.1.2.13+4.2.1.11+5.3.1.9	13	11	41	0.39	5835.74	0.37	628.58	0.49	1188.79	0.55	2297.24	0.25	1721.13	0.57
LIPAS-PWY	"Fatty-Acid-and-Lipid-Degradation;"	"triacylglycerol degradation;"	3.1.1.-+3.1.1.23+3.1.1.3	3	3	6	0.06	290.63	0.02	10.47	0.01	2.12	0.00	273.34	0.03	4.70	0.00
PWY-6577	"All-Trans-Farnesyl-PP-Biosynthesis; Detoxification;"	"farnesylcysteine salvage pathway;"	1.1.1.-+2.7.1.-+2.7.4.-	4	3	27	0.26	3499.20	0.22	354.68	0.28	611.32	0.28	1633.09	0.18	900.11	0.30
TOLSULFDEG-PWY	"4-Toluenesulfonate-Degradation;"	"4-toluenesulfonate degradation I;"	1.1.1.-+1.14.99.-+1.2.1.-	4	3	31	0.30	4122.05	0.26	344.55	0.27	593.58	0.28	2321.06	0.25	862.87	0.28
ASPARTATE-DEG1-PWY	"ASPARTATE-DEG;"	"L-aspartate degradation I;"	2.6.1.1	1	1	6	0.06	414.45	0.03	7.53	0.01	20.64	0.01	381.70	0.04	4.58	0.00
PWY-6185	"AROMATIC-COMPOUNDS-DEGRADATION;"	"4-methylcatechol degradation (<i>ortho</i> cleavage);"	2.3.1.174+2.8.3.6+3.1.1.24	6	3	3	0.03	85.26	0.01	0.01	0.00	4.05	0.00	80.17	0.01	1.02	0.00
PWY-5326	"Sulfite-Oxidation;"	"sulfite oxidation IV;"	1.8.3.1	1	1	2	0.02	406.19	0.03	0.02	0.00	0.90	0.00	404.56	0.04	0.71	0.00
PWY-4061	"Detoxification; Other-Degradation;"	"glutathione-mediated detoxification I;"	2.5.1.18+3.4.11.2	5	2	8	0.08	341.42	0.02	5.73	0.00	40.22	0.02	289.38	0.03	6.09	0.00
PWY-6167	"Flavin-Biosynthesis;"	"flavin biosynthesis II (archaea);"	2.5.1.78+2.5.1.9+2.7.7.2+3.5.4.-+4.1.99.12	9	5	23	0.22	1571.98	0.10	52.68	0.04	34.88	0.02	1477.09	0.16	7.32	0.00
PWY-842	"Glycan-Degradation; Starch-Degradation;"	"starch degradation I;"	2.4.1.1+2.4.1.25+3.2.1.20+3.2.1.41+5.4.2.2	9	5	12	0.12	543.35	0.03	9.20	0.01	40.48	0.02	486.15	0.05	7.52	0.00
TRPCAT-PWY	"TRYPTOPHAN-DEG;"	"L-tryptophan degradation I (via anthranilate);"	1.13.11.11+3.7.1.3	3	2	2	0.02	153.04	0.01	0.33	0.00	0.75	0.00	151.48	0.02	0.47	0.00
PWY0-1297	"NUCLEO-DEG; Super-Pathways;"	"superpathway of purine deoxyribonucleosides degradation;"	4.1.2.4+5.4.2.7	3	2	4	0.04	193.08	0.01	12.98	0.01	0.16	0.00	179.52	0.02	0.42	0.00
PWY-5384	"SUCROSE-DEG;"	"sucrose degradation IV (sucrose phosphorylase);"	2.7.1.4+5.3.1.9+5.4.2.2	5	3	7	0.07	364.04	0.02	3.69	0.00	3.98	0.00	354.82	0.04	1.54	0.00
PWY-5271	"Abscisic-Acid-Degradation;"	"abscisic acid degradation to phaseic acid;"	1.-.-.-	2	1	56	0.54	6979.77	0.45	708.19	0.55	1215.11	0.56	3292.99	0.36	1763.48	0.58
PWY-5850	"Menaquinone-Biosynthesis; Super-Pathways;"	"superpathway of menaquinol-6 biosynthesis I;"	2.1.1.163+2.2.1.9+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	10	8	19	0.18	2652.56	0.17	351.94	0.27	597.73	0.28	802.89	0.09	900.00	0.30
PWY-6312	"POLYKETIDE-SYN;"	"barbaloin biosynthesis;"	2.3.1.-	1	1	24	0.23	1456.90	0.09	25.75	0.02	9.69	0.00	1415.85	0.15	5.62	0.00
ETOH-ACETYLCOA-ANA-PWY	"Ethanol-Degradation;"	"ethanol degradation I;"	1.1.1.1	2	1	4	0.04	96.92	0.01	0.06	0.00	7.45	0.00	86.14	0.01	3.26	0.00
PWY-5380	"CYCLITOLS-DEG; SUGAR-DERIVS;"	"A series fagopyritols biosynthesis;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PWY-5194	"Porphyrin-Compounds-Biosynthesis;"	"siroheme biosynthesis;"	1.3.1.76+2.1.1.107+4.99.1.4	3	3	4	0.04	486.75	0.03	0.02	0.00	1.07	0.00	484.65	0.05	1.02	0.00
PWY-5084	"Respiration;"	"2-oxoglutarate decarboxylation to succinyl-CoA;"	1.2.4.2+1.8.1.4+2.3.1.61	3	3	11	0.11	478.65	0.03	12.99	0.01	0.62	0.00	461.29	0.05	3.75	0.00
CITRULLINE-DEG-PWY	"MISCELLANEOUS-DEG;"	"L-citrulline degradation;"	2.1.3.3+2.7.2.2	2	2	5	0.05	262.08	0.02	13.50	0.01	7.85	0.00	238.61	0.03	2.12	0.00
PWY-2504	"AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;"	"superpathway of aromatic compound degradation via 3-oxoadipate;"	1.13.11.1+1.13.11.11+1.13.11.3+1.14.12.10+1.14.13.2+1.3.1.25+2.3.1.174+2.8.3.6+3.1.1.24+3.7.1.3+4.1.1.44+4.2.1.10+5.5.1.1+5.5.1.2	25	14	19	0.18	1548.70	0.10	0.55	0.00	25.25	0.01	1513.99	0.16	8.92	0.00
PWY-5420	"Catechol-Degradation; Super-Pathways;"	"catechol degradation II (<I>meta</I>-cleavage pathway);"	1.13.11.2+5.3.2.-	6	2	2	0.02	114.61	0.01	2.27	0.00	0.05	0.00	112.24	0.01	0.06	0.00
NADPHOS-DEPHOS-PWY	"NAD-Metabolism;"	"NAD phosphorylation and dephosphorylation;"	1.6.1.2+2.7.1.23+3.1.3.-	3	3	24	0.23	1290.17	0.08	41.02	0.03	11.86	0.01	1233.53	0.13	3.76	0.00
GLYCOLATEMET-PWY	"Glycolate-Degradation;"	"glycolate and glyoxylate degradation I;"	1.1.1.60+2.7.1.31	4	2	2	0.02	99.55	0.01	0.00	0.00	0.31	0.00	99.14	0.01	0.11	0.00
P101-PWY	"Polyamine-Biosynthesis;"	"ectoine biosynthesis;"	1.2.1.11+2.6.1.76+2.7.2.4+4.2.1.108	5	4	11	0.11	824.94	0.05	25.97	0.02	2.82	0.00	790.68	0.09	5.48	0.00
P42-PWY	"Reductive-TCA-Cycles;"	"incomplete reductive TCA cycle;"	1.1.1.37+1.3.99.1+4.2.1.2+6.2.1.5+6.4.1.1	7	5	15	0.14	1010.67	0.06	31.97	0.02	7.97	0.00	961.03	0.10	9.70	0.00
PWY-5048	"Rosmarinate-Biosynthesis;"	"rosmarinic acid biosynthesis I;"	1.1.1.-	2	1	12	0.12	840.22	0.05	3.60	0.00	19.99	0.01	812.50	0.09	4.12	0.00
PWY-5654	"CARBOXYLATES-DEG;"	"2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate;"	1.2.1.32+4.1.1.45	4	2	2	0.02	153.04	0.01	0.33	0.00	0.75	0.00	151.48	0.02	0.47	0.00
PWY-1722	"C1-COMPOUNDS;"	"formate assimilation into 5,10-methylenetetrahydrofolate;"	1.5.1.5+3.5.4.9+6.3.4.3	3	3	5	0.05	281.18	0.02	24.79	0.02	0.64	0.00	254.64	0.03	1.12	0.00
PWY-5408	"FATTY-ACID-DERIVATIVE-SYN;"	"9-lipoxygenase and 9-hydroperoxide lyase pathway;"	1.13.11.-	1	1	3	0.03	72.95	0.00	2.26	0.00	0.02	0.00	69.17	0.01	1.50	0.00
PWY-5704	"Urea-Degradation;"	"urea degradation II;"	3.5.1.5	1	1	3	0.03	586.78	0.04	0.02	0.00	1.27	0.00	584.50	0.06	0.99	0.00
PWY-5659	"GDP-Sugar-Biosynthesis;"	"GDP-mannose biosynthesis;"	2.7.7.13+5.3.1.8+5.3.1.9+5.4.2.8	4	4	9	0.09	695.31	0.04	0.70	0.00	2.09	0.00	690.81	0.08	1.71	0.00
GLYOXYLATE-BYPASS	"Energy-Metabolism;"	"glyoxylate cycle;"	1.1.1.37+2.3.3.9+4.1.3.1+4.2.1.3	5	4	14	0.13	668.79	0.04	39.05	0.03	9.45	0.00	614.89	0.07	5.40	0.00
PWY-6142	"Gluconeogenesis; Super-Pathways;"	"gluconeogenesis II (<i>Methanobacterium thermoautotrophicum</i>);"	1.5.1.5+2.1.1.-+2.7.1.40+3.5.4.9+4.1.1.31+4.1.2.13+4.2.1.1+4.2.1.11+5.3.1.1+5.3.1.9+6.3.4.3+6.4.1.1	18	12	65	0.63	5368.95	0.34	431.34	0.34	616.55	0.29	3381.46	0.37	939.60	0.31
PWY0-1182	"Trehalose-Degradation;"	"trehalose degradation II (cytosolic);"	2.7.1.2+3.2.1.28	2	2	3	0.03	138.37	0.01	9.31	0.01	0.11	0.00	128.42	0.01	0.53	0.00
POLYISOPRENSYN-PWY	"Polyprenyl-Biosynthesis; Super-Pathways;"	"polyisoprenoid biosynthesis (<i>E. coli</i>);"	2.5.1.-+2.5.1.10+2.5.1.31+5.3.3.2	5	4	32	0.31	2099.15	0.13	69.75	0.05	62.86	0.03	1893.12	0.21	73.41	0.02
PWY-5821	"ISOFLAVONOID-SYN;"	"dalcochinin biosynthesis;"	3.2.1.-	1	1	6	0.06	172.32	0.01	1.93	0.00	19.97	0.01	146.90	0.02	3.52	0.00
PWY490-3	"Nitrate-Reduction;"	"nitrate reduction VI (assimilatory);"	1.4.1.4+1.7.7.1+6.3.1.2	4	3	9	0.09	583.53	0.04	13.45	0.01	4.23	0.00	563.91	0.06	1.94	0.00
PWY-6287	"C40-Carotenoids-Biosynthesis;"	"neurosporene biosynthesis;"	1.14.99.-+2.5.1.32	3	2	10	0.10	538.04	0.03	37.14	0.03	0.38	0.00	497.92	0.05	2.60	0.00
PWY-3121	"CYANOGENIC-GLUCOSIDE-DEG;"	"linamarin degradation;"	3.2.1.21	2	1	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
PWY0-1296	"Purine-Degradation;"	"purine ribonucleosides degradation;"	2.4.2.1+3.5.4.4+5.4.2.7	3	3	10	0.10	693.59	0.04	32.13	0.03	2.64	0.00	654.50	0.07	4.32	0.00
4TOLCARBDEG-PWY	"AROMATIC-COMPOUNDS-DEGRADATION;"	"4-toluenecarboxylate degradation;"	1.1.1.-+1.14.12.-+1.14.99.-+1.2.1.-	4	4	33	0.32	4367.05	0.28	344.59	0.27	597.74	0.28	2560.66	0.28	864.06	0.28
LYSDEGII-PWY	"LYSINE-DEG;"	"L-lysine degradation III;"	1.1.1.-+2.6.1.-+3.5.1.-	6	3	32	0.31	2048.38	0.13	28.17	0.02	31.45	0.01	1975.78	0.22	12.99	0.00
