#KO	Name	Definition	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
K02699	psaL	"photosystem I subunit XI"	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
K05349	bglX	"beta-glucosidase [EC:3.2.1.21]"	3	0.03	198.08	0.01	0.91	0.00	1.18	0.00	194.86	0.02	1.13	0.00
K00060	tdh	"threonine 3-dehydrogenase [EC:1.1.1.103]"	4	0.04	266.40	0.02	8.34	0.01	0.69	0.00	256.61	0.03	0.77	0.00
K12835	DDX42, SF3B125	"ATP-dependent RNA helicase DDX42 [EC:3.6.4.13]"	5	0.05	370.42	0.02	7.87	0.01	0.60	0.00	359.85	0.04	2.11	0.00
K01938	fhs	"formate--tetrahydrofolate ligase [EC:6.3.4.3]"	5	0.05	281.18	0.02	24.79	0.02	0.64	0.00	254.64	0.03	1.12	0.00
K03731	E2.4.1.216	"trehalose 6-phosphate phosphorylase [EC:2.4.1.216]"	5	0.05	345.55	0.02	2.49	0.00	0.55	0.00	342.05	0.04	0.47	0.00
K18928	lldE	"L-lactate dehydrogenase complex protein LldE"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
K07778	desK	"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]"	203	1.95	25105.53	1.60	2313.41	1.80	4364.69	2.03	12132.35	1.32	6295.08	2.07
K03664	smpB	"SsrA-binding protein"	2	0.02	54.73	0.00	0.14	0.00	3.74	0.00	49.97	0.01	0.89	0.00
K00297	metF, MTHFR	"methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"	1	0.01	13.70	0.00	0.20	0.00	0.00	0.00	13.45	0.00	0.04	0.00
K00842		""	6	0.06	452.51	0.03	7.25	0.01	7.53	0.00	436.04	0.05	1.69	0.00
K11249	eamB	"cysteine/O-acetylserine efflux protein"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
K11066	E3.5.1.28D, amiD	"N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"	4	0.04	195.60	0.01	6.85	0.01	20.15	0.01	165.09	0.02	3.50	0.00
K06442	tlyA	"23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]"	5	0.05	192.93	0.01	12.98	0.01	3.72	0.00	175.53	0.02	0.70	0.00
K02614	paaI	"acyl-CoA thioesterase [EC:3.1.2.-]"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
K01920	gshB	"glutathione synthase [EC:6.3.2.3]"	1	0.01	13.70	0.00	0.20	0.00	0.00	0.00	13.45	0.00	0.04	0.00
K06898	larB	"pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]"	2	0.02	162.66	0.01	0.35	0.00	0.53	0.00	161.35	0.02	0.43	0.00
K08384	spoVD	"stage V sporulation protein D (sporulation-specific penicillin-binding protein)"	16	0.15	1085.56	0.07	29.36	0.02	5.61	0.00	1047.53	0.11	3.06	0.00
K01784	galE, GALE	"UDP-glucose 4-epimerase [EC:5.1.3.2]"	21	0.20	1665.93	0.11	21.66	0.02	117.52	0.05	1473.07	0.16	53.68	0.02
K01661	menB	"naphthoate synthase [EC:4.1.3.36]"	2	0.02	1886.79	0.12	325.55	0.25	585.18	0.27	86.70	0.01	889.36	0.29
K03609	minD	"septum site-determining protein MinD"	2	0.02	67.15	0.00	2.49	0.00	0.12	0.00	64.46	0.01	0.09	0.00
K02996	RP-S9, MRPS9, rpsI	"small subunit ribosomal protein S9"	3	0.03	1852.84	0.12	325.83	0.25	588.51	0.27	48.37	0.01	890.14	0.29
K06207	typA, bipA	"GTP-binding protein"	5	0.05	365.62	0.02	10.47	0.01	16.91	0.01	333.86	0.04	4.38	0.00
K13587	cckA	"two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"	85	0.82	10796.92	0.69	1008.39	0.79	1786.14	0.83	5366.60	0.58	2635.79	0.87
K09972	aapP, bztD	"general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]"	3	0.03	70.25	0.00	0.13	0.00	0.10	0.00	69.92	0.01	0.10	0.00
K17069	MET17	"O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]"	2	0.02	87.66	0.01	0.12	0.00	0.27	0.00	87.13	0.01	0.13	0.00
K07535	badH	"2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-]"	5	0.05	208.62	0.01	2.97	0.00	3.96	0.00	200.10	0.02	1.59	0.00
K00733	B4GALT7	"xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]"	9	0.09	2235.12	0.14	342.32	0.27	588.92	0.27	413.39	0.05	890.49	0.29
K03649	mug	"double-stranded uracil-DNA glycosylase [EC:3.2.2.28]"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
K03116	tatA	"sec-independent protein translocase protein TatA"	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
K11474	glcC	"GntR family transcriptional regulator, glc operon transcriptional activator"	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
K00981	E2.7.7.41, CDS1, CDS2, cdsA	"phosphatidate cytidylyltransferase [EC:2.7.7.41]"	3	0.03	148.03	0.01	10.26	0.01	3.99	0.00	132.61	0.01	1.17	0.00
K00311	ETFDH	"electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]"	4	0.04	312.19	0.02	0.06	0.00	3.91	0.00	305.33	0.03	2.89	0.00
K01802	E5.2.1.8	"peptidylprolyl isomerase [EC:5.2.1.8]"	32	0.31	2443.90	0.16	44.12	0.03	41.55	0.02	2340.87	0.25	17.37	0.01
K03809	wrbA	"NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
K00762	pyrE	"orotate phosphoribosyltransferase [EC:2.4.2.10]"	17	0.16	1010.01	0.06	33.71	0.03	7.86	0.00	958.94	0.10	9.50	0.00
K01960	pycB	"pyruvate carboxylase subunit B [EC:6.4.1.1]"	20	0.19	1202.03	0.08	70.51	0.05	26.98	0.01	1083.33	0.12	21.22	0.01
K00362	nirB	"nitrite reductase (NADH) large subunit [EC:1.7.1.15]"	18	0.17	1614.67	0.10	20.90	0.02	3.96	0.00	1584.25	0.17	5.57	0.00
K15973	mhqR	"MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
K08218	ampG	"MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
K16179	mtbC	"dimethylamine corrinoid protein"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
K12992	rfbN	"rhamnosyltransferase [EC:2.4.1.-]"	6	0.06	566.41	0.04	0.02	0.00	0.66	0.00	565.24	0.06	0.50	0.00
K03114	SWE1	"mitosis inhibitor protein kinase SWE1 [EC:2.7.11.1]"	3	0.03	89.71	0.01	2.58	0.00	0.18	0.00	86.70	0.01	0.25	0.00
K01426	E3.5.1.4, amiE	"amidase [EC:3.5.1.4]"	3	0.03	292.40	0.02	2.50	0.00	4.02	0.00	284.55	0.03	1.33	0.00
K01889	FARSA, pheS	"phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]"	4	0.04	310.47	0.02	13.77	0.01	5.92	0.00	287.68	0.03	3.10	0.00
K08346		""	3	0.03	463.07	0.03	9.93	0.01	2.30	0.00	447.29	0.05	3.54	0.00
K05590	srmB	"ATP-dependent RNA helicase SrmB [EC:3.6.4.13]"	5	0.05	370.42	0.02	7.87	0.01	0.60	0.00	359.85	0.04	2.11	0.00
K05299	fdhA	"formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10]"	7	0.07	933.26	0.06	0.95	0.00	2.33	0.00	926.99	0.10	2.98	0.00
K00945	cmk	"CMP/dCMP kinase [EC:2.7.4.25]"	10	0.10	453.47	0.03	27.03	0.02	46.62	0.02	371.24	0.04	8.58	0.00
K00895	pfp, PFP	"diphosphate-dependent phosphofructokinase [EC:2.7.1.90]"	2	0.02	146.61	0.01	10.13	0.01	0.08	0.00	136.07	0.01	0.33	0.00
K05576	ndhE	"NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2]"	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
K11185	TRYP	"cytosolic tryparedoxin peroxidase, trypanosomatid typical 2-Cys peroxiredoxin [EC:1.11.1.15]"	8	0.08	2176.18	0.14	340.07	0.27	625.88	0.29	262.41	0.03	947.83	0.31
K10705	GAPDHS	"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [EC:1.2.1.12]"	13	0.13	2724.31	0.17	312.25	0.24	592.95	0.28	960.07	0.10	859.04	0.28
K10535	hao	"hydroxylamine dehydrogenase [EC:1.7.2.6]"	1	0.01	37.25	0.00	0.78	0.00	0.04	0.00	36.21	0.00	0.22	0.00
K19185	kdhA	"6-hydroxypseudooxynicotine dehydrogenase subunit alpha [EC:1.5.99.14]"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
K02030	ABC.PA.S	"polar amino acid transport system substrate-binding protein"	128	1.23	15626.12	1.00	1355.88	1.06	2427.90	1.13	8255.50	0.90	3586.84	1.18
K02591	nifK	"nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]"	4	0.04	289.70	0.02	0.02	0.00	0.17	0.00	289.42	0.03	0.09	0.00
K07643	basS	"two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]"	86	0.83	9137.69	0.58	709.32	0.55	1227.30	0.57	5413.49	0.59	1787.58	0.59
K01464	DPYS, dht, hydA	"dihydropyrimidinase [EC:3.5.2.2]"	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
K08976	K08976	"putative membrane protein"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
K12598	MTR4, SKIV2L2	"ATP-dependent RNA helicase DOB1 [EC:3.6.4.13]"	2	0.02	60.61	0.00	4.85	0.00	3.43	0.00	51.91	0.01	0.43	0.00
K06894	yfhM	"alpha-2-macroglobulin"	2	0.02	71.62	0.00	0.00	0.00	2.07	0.00	67.80	0.01	1.75	0.00
K00124	fdoH, fdsB	"formate dehydrogenase iron-sulfur subunit"	32	0.31	4452.95	0.28	378.22	0.29	626.34	0.29	2538.57	0.28	909.82	0.30
K00574	cfa	"cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]"	1	0.01	43.51	0.00	0.06	0.00	0.16	0.00	43.25	0.00	0.05	0.00
K02806	PTS-Ntr-EIIA, ptsN	"PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]"	27	0.26	1560.44	0.10	52.04	0.04	6.30	0.00	1495.23	0.16	6.87	0.00
K17893	AOX1, AOX2	"ubiquinol oxidase [EC:1.10.3.11]"	1	0.01	13.34	0.00	0.21	0.00	0.03	0.00	13.00	0.00	0.10	0.00
K10230		""	11	0.11	735.28	0.05	9.03	0.01	34.37	0.02	685.71	0.07	6.17	0.00
K11527	K11527	"two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"	188	1.81	24456.82	1.56	2330.49	1.82	4264.53	1.98	11613.94	1.26	6247.86	2.06
K21017	cocE	"cocaine esterase [EC:3.1.1.84]"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
K03259	EIF4E	"translation initiation factor 4E"	1	0.01	14.84	0.00	0.00	0.00	0.00	0.00	14.84	0.00	0.00	0.00
K03588	ftsW, spoVE	"cell division protein FtsW"	5	0.05	290.79	0.02	8.66	0.01	3.95	0.00	276.57	0.03	1.61	0.00
K11953	cmpD	"bicarbonate transport system ATP-binding protein [EC:3.6.3.-]"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
K00078	DHDH	"dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
K03531	ftsZ	"cell division protein FtsZ"	4	0.04	114.98	0.01	11.00	0.01	0.17	0.00	103.33	0.01	0.49	0.00
K00360	nasB	"assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]"	14	0.13	1842.96	0.12	1.03	0.00	8.26	0.00	1827.79	0.20	5.89	0.00
K03942	NDUFV1	"NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2 1.6.99.3]"	9	0.09	708.38	0.05	6.78	0.01	1.62	0.00	696.79	0.08	3.20	0.00
K03523	bioY	"biotin transport system substrate-specific component"	1	0.01	27.36	0.00	2.81	0.00	0.00	0.00	24.44	0.00	0.11	0.00
K02862	ctaG	"putative membrane protein"	1	0.01	13.73	0.00	0.00	0.00	0.01	0.00	12.06	0.00	1.66	0.00
K03520	coxL, cutL	"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]"	6	0.06	218.14	0.01	11.03	0.01	6.18	0.00	196.58	0.02	4.34	0.00
K13811	PAPSS	"3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]"	2	0.02	132.12	0.01	2.69	0.00	0.61	0.00	128.34	0.01	0.47	0.00
K17247	msrQ	"methionine sulfoxide reductase heme-binding subunit"	2	0.02	77.48	0.00	6.86	0.01	5.96	0.00	57.83	0.01	6.83	0.00
K11206	NIT1, ybeM	"deaminated glutathione amidase [EC:3.5.1.128]"	3	0.03	111.12	0.01	0.34	0.00	0.14	0.00	110.41	0.01	0.23	0.00
K14388	SLC5A8_12, SMCT	"solute carrier family 5 (sodium-coupled monocarboxylate transporter), member 8/12"	1	0.01	13.31	0.00	0.02	0.00	0.24	0.00	11.71	0.00	1.34	0.00
K13498	trpCF	"indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]"	5	0.05	209.63	0.01	0.94	0.00	0.14	0.00	208.28	0.02	0.26	0.00
K07287	bamC	"outer membrane protein assembly factor BamC"	1	0.01	171.43	0.01	12.03	0.01	40.15	0.02	62.43	0.01	56.82	0.02
K01563	dhaA	"haloalkane dehalogenase [EC:3.8.1.5]"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
K19700	sap	"3-succinoylsemialdehyde-pyridine dehydrogenase [EC:1.2.1.83]"	2	0.02	72.16	0.00	0.32	0.00	20.25	0.01	48.50	0.01	3.09	0.00
K11164	DHRS2	"dehydrogenase/reductase SDR family member 2 [EC:1.1.-.-]"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
K02453	gspD	"general secretion pathway protein D"	3	0.03	121.63	0.01	0.51	0.00	16.74	0.01	101.05	0.01	3.33	0.00
K04420	MAP3K2, MEKK2	"mitogen-activated protein kinase kinase kinase 2 [EC:2.7.11.25]"	14	0.13	809.01	0.05	3.04	0.00	1.48	0.00	803.41	0.09	1.08	0.00
K11751	ushA	"5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]"	5	0.05	452.93	0.03	15.09	0.01	3.80	0.00	427.14	0.05	6.90	0.00
K01666	mhpE	"4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]"	3	0.03	64.52	0.00	0.46	0.00	0.29	0.00	63.43	0.01	0.33	0.00
K02441	glpG	"GlpG protein"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K12255	gbuA	"guanidinobutyrase [EC:3.5.3.7]"	1	0.01	38.98	0.00	0.00	0.00	0.00	0.00	38.97	0.00	0.01	0.00
K12996	rgpA	"rhamnosyltransferase [EC:2.4.1.-]"	12	0.12	784.82	0.05	19.06	0.01	4.60	0.00	758.87	0.08	2.29	0.00
K04085	tusA, sirA	"tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"	2	0.02	224.88	0.01	0.00	0.00	0.43	0.00	224.11	0.02	0.33	0.00
K02364	entF	"enterobactin synthetase component F [EC:6.3.2.14]"	37	0.36	3116.76	0.20	24.08	0.02	173.12	0.08	2857.57	0.31	62.00	0.02
K02120	ATPVD, ntpD, atpD	"V/A-type H+/Na+-transporting ATPase subunit D"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
K01941	E6.3.4.6	"urea carboxylase [EC:6.3.4.6]"	17	0.16	1074.35	0.07	34.11	0.03	23.19	0.01	1007.75	0.11	9.30	0.00
K12445	K12445	"trans enoyl reductase [EC:1.3.1.-]"	1	0.01	26.43	0.00	0.12	0.00	0.11	0.00	26.14	0.00	0.05	0.00
K01924	murC	"UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]"	13	0.13	909.43	0.06	8.06	0.01	8.20	0.00	889.78	0.10	3.39	0.00
K08311	nudH	"putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]"	5	0.05	2309.73	0.15	325.58	0.25	586.19	0.27	506.48	0.06	891.47	0.29
K03572	mutL	"DNA mismatch repair protein MutL"	4	0.04	221.14	0.01	8.19	0.01	20.31	0.01	189.29	0.02	3.35	0.00
K07735	algH	"putative transcriptional regulator"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
K04765	mazG	"nucleoside triphosphate diphosphatase [EC:3.6.1.9]"	3	0.03	138.46	0.01	0.91	0.00	0.23	0.00	137.12	0.01	0.21	0.00
K02073	metQ	"D-methionine transport system substrate-binding protein"	3	0.03	80.56	0.01	2.26	0.00	0.00	0.00	78.24	0.01	0.05	0.00
K07705	lytT, lytR	"two-component system, LytTR family, response regulator LytT"	2	0.02	252.04	0.02	10.33	0.01	93.29	0.04	100.95	0.01	47.47	0.02
K00616	E2.2.1.2, talA, talB	"transaldolase [EC:2.2.1.2]"	4	0.04	1940.26	0.12	284.43	0.22	587.88	0.27	169.01	0.02	898.94	0.30
K00645	fabD, MCAT, MCT1	"[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]"	3	0.03	121.17	0.01	2.52	0.00	0.27	0.00	118.15	0.01	0.23	0.00
K09990	K09990	"uncharacterized protein"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
K03086	rpoD	"RNA polymerase primary sigma factor"	2	0.02	39.53	0.00	0.02	0.00	3.37	0.00	33.98	0.00	2.17	0.00
K07260	vanY	"zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"	4	0.04	175.70	0.01	2.40	0.00	0.23	0.00	172.95	0.02	0.12	0.00
K18798	AFG1, LACE1	"peroxisome-assembly ATPase [EC:3.6.4.7]"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
K09857	K09857	"uncharacterized protein"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
K01006	ppdK	"pyruvate, orthophosphate dikinase [EC:2.7.9.1]"	8	0.08	417.92	0.03	3.20	0.00	3.96	0.00	407.94	0.04	2.81	0.00
K02794	PTS-Man-EIIB, manX	"PTS system, mannose-specific IIB component [EC:2.7.1.191]"	18	0.17	852.32	0.05	20.64	0.02	4.08	0.00	824.19	0.09	3.41	0.00
K07106	murQ	"N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
K04443	MAPKAPK2	"mitogen-activated protein kinase-activated protein kinase 2 [EC:2.7.11.1]"	19	0.18	1100.08	0.07	3.27	0.00	1.68	0.00	1093.84	0.12	1.29	0.00
K07704	lytS	"two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]"	170	1.63	21334.40	1.36	1967.36	1.53	3672.08	1.71	10344.33	1.13	5350.63	1.76
K09667	OGT	"protein O-GlcNAc transferase [EC:2.4.1.255]"	15	0.14	1303.59	0.08	23.62	0.02	7.20	0.00	1261.75	0.14	11.02	0.00
K03817	rimL	"ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]"	3	0.03	76.29	0.00	2.26	0.00	0.00	0.00	73.98	0.01	0.04	0.00
K16260	mxaD	"mxaD protein"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
K02994	RP-S8, rpsH	"small subunit ribosomal protein S8"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
K22320	oleD	"2-alkyl-3-oxoalkanoate reductase [EC:1.1.1.412]"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
K14171	AHP1	"alkyl hydroperoxide reductase 1 [EC:1.11.1.15]"	3	0.03	1980.26	0.13	298.45	0.23	564.53	0.26	263.78	0.03	853.49	0.28
K15019	K15019	"3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116]"	7	0.07	413.25	0.03	1.11	0.00	19.31	0.01	389.23	0.04	3.60	0.00
K04427	MAP3K7, TAK1	"mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]"	3	0.03	1847.26	0.12	285.41	0.22	587.16	0.27	76.40	0.01	898.29	0.30
K06024	scpB	"segregation and condensation protein B"	6	0.06	418.72	0.03	18.74	0.01	0.61	0.00	398.31	0.04	1.05	0.00
K02128	ATPeF0C, ATP5G, ATP9	"F-type H+-transporting ATPase subunit c"	5	0.05	872.87	0.06	3.49	0.00	3.69	0.00	862.83	0.09	2.86	0.00
K00137	prr	"aminobutyraldehyde dehydrogenase [EC:1.2.1.19]"	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
K13654	mcbR	"GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
K02799	PTS-Mtl-EIIB, mtlA, cmtA	"PTS system, mannitol-specific IIB component [EC:2.7.1.197]"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K02286	cpcC	"phycocyanin-associated rod linker protein"	3	0.03	3635.96	0.23	565.89	0.44	1174.19	0.55	99.52	0.01	1796.36	0.59
K08843	LRRK1	"leucine-rich repeat kinase 1 [EC:2.7.11.1]"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
K13566	NIT2, yafV	"omega-amidase [EC:3.5.1.3]"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
K13006	wbqR	"UDP-perosamine 4-acetyltransferase [EC:2.3.1.-]"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
K07710	atoS	"two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]"	186	1.79	24479.75	1.56	2300.50	1.79	4270.99	1.98	11660.87	1.27	6247.39	2.06
K13830	ARO1	"pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]"	7	0.07	434.41	0.03	10.79	0.01	43.48	0.02	372.10	0.04	8.05	0.00
K01212	sacC, levB	"levanase [EC:3.2.1.65]"	4	0.04	60.96	0.00	0.00	0.00	0.03	0.00	58.08	0.01	2.85	0.00
K02289	cpcF	"phycocyanobilin lyase subunit beta [EC:4.4.1.32]"	2	0.02	1852.73	0.12	282.94	0.22	587.10	0.27	84.49	0.01	898.19	0.30
K01905	acdA	"acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]"	2	0.02	42.81	0.00	0.20	0.00	0.28	0.00	42.21	0.00	0.11	0.00
K09767	yajQ	"cyclic-di-GMP-binding protein"	2	0.02	140.37	0.01	0.00	0.00	0.16	0.00	140.15	0.02	0.06	0.00
K03928	yvaK	"carboxylesterase [EC:3.1.1.1]"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
K01262	pepP	"Xaa-Pro aminopeptidase [EC:3.4.11.9]"	2	0.02	283.05	0.02	8.13	0.01	0.46	0.00	273.87	0.03	0.59	0.00
K14742	tsaB	"tRNA threonylcarbamoyladenosine biosynthesis protein TsaB"	3	0.03	105.61	0.01	7.26	0.01	1.28	0.00	92.65	0.01	4.42	0.00
K02052	ABC.SP.A	"putative spermidine/putrescine transport system ATP-binding protein"	156	1.50	17659.19	1.13	1414.05	1.10	2430.81	1.13	10280.51	1.12	3533.82	1.16
K22597	E2.4.1.352	"glucosylglycerate phosphorylase [EC:2.4.1.352]"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
K19222	menI, DHNAT	"1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
K13181	DDX27, DRS1	"ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]"	5	0.05	370.42	0.02	7.87	0.01	0.60	0.00	359.85	0.04	2.11	0.00
K03404	chlD, bchD	"magnesium chelatase subunit D [EC:6.6.1.1]"	1	0.01	13.49	0.00	0.00	0.00	0.01	0.00	11.94	0.00	1.53	0.00
K01790	rfbC, rmlC	"dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"	3	0.03	321.56	0.02	0.05	0.00	0.87	0.00	319.92	0.03	0.72	0.00
K03536	rnpA	"ribonuclease P protein component [EC:3.1.26.5]"	2	0.02	51.58	0.00	7.31	0.01	1.02	0.00	41.09	0.00	2.16	0.00
K00845	glk	"glucokinase [EC:2.7.1.2]"	9	0.09	442.65	0.03	28.38	0.02	2.01	0.00	408.51	0.04	3.74	0.00
K02106	atoE	"short-chain fatty acids transporter"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
K01258	pepT	"tripeptide aminopeptidase [EC:3.4.11.4]"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K03207	wcaH	"colanic acid biosynthesis protein WcaH [EC:3.6.1.-]"	2	0.02	2035.20	0.13	325.55	0.25	585.64	0.27	234.30	0.03	889.70	0.29
K00627	DLAT, aceF, pdhC	"pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"	5	0.05	301.63	0.02	10.12	0.01	1.83	0.00	284.84	0.03	4.84	0.00
K03610	minC	"septum site-determining protein MinC"	2	0.02	112.89	0.01	2.37	0.00	0.02	0.00	110.46	0.01	0.05	0.00
K03040	rpoA	"DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]"	7	0.07	2299.39	0.15	326.47	0.25	585.75	0.27	495.74	0.05	891.43	0.29
K03294	TC.APA	"basic amino acid/polyamine antiporter, APA family"	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
K03568	tldD	"TldD protein"	3	0.03	355.81	0.02	0.07	0.00	0.83	0.00	353.49	0.04	1.41	0.00
K03047	rpoD	"DNA-directed RNA polymerase subunit D [EC:2.7.7.6]"	3	0.03	481.09	0.03	0.02	0.00	0.90	0.00	479.39	0.05	0.79	0.00
