#Accession	Name	Function	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
TIGR00043	TIGR00043	"rRNA maturation RNase YbeY"	2	0.02	240.69	0.02	0.15	0.00	0.62	0.00	239.42	0.03	0.50	0.00
TIGR01267	Phe4hydrox_mono	"phenylalanine-4-hydroxylase"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
TIGR01139	cysK	"cysteine synthase A"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR01186	proV	"glycine betaine/L-proline transport ATP binding subunit"	3	0.03	324.06	0.02	10.24	0.01	0.71	0.00	312.18	0.03	0.93	0.00
TIGR01347	sucB	"dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex"	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
TIGR00403	ndhI	"NADH-plastoquinone oxidoreductase, I subunit"	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
TIGR02428	pcaJ_scoB_fam	"3-oxoacid CoA-transferase, B subunit"	2	0.02	267.27	0.02	2.38	0.00	0.48	0.00	263.94	0.03	0.46	0.00
TIGR03551	F420_cofH	"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofH subunit"	2	0.02	41.21	0.00	0.48	0.00	0.17	0.00	40.35	0.00	0.21	0.00
TIGR00222	panB	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
TIGR00194	uvrC	"excinuclease ABC subunit C"	4	0.04	376.70	0.02	7.23	0.01	3.89	0.00	364.76	0.04	0.83	0.00
TIGR00343	TIGR00343	"pyridoxal 5'-phosphate synthase, synthase subunit Pdx1"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
TIGR00001	rpmI_bact	"ribosomal protein bL35"	5	0.05	351.19	0.02	16.13	0.01	5.92	0.00	325.99	0.04	3.14	0.00
TIGR01620	hyp_HI0043	"TIGR01620 family protein"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
TIGR00633	xth	"exodeoxyribonuclease III (xth)"	5	0.05	563.83	0.04	17.30	0.01	3.52	0.00	536.73	0.06	6.27	0.00
TIGR03866	PQQ_ABC_repeats	"PQQ-dependent catabolism-associated beta-propeller protein"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
TIGR00036	dapB	"4-hydroxy-tetrahydrodipicolinate reductase"	4	0.04	130.12	0.01	0.31	0.00	4.48	0.00	122.57	0.01	2.78	0.00
TIGR00262	trpA	"tryptophan synthase, alpha subunit"	3	0.03	114.32	0.01	0.94	0.00	0.14	0.00	113.00	0.01	0.25	0.00
TIGR00154	ispE	"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase"	3	0.03	280.09	0.02	2.38	0.00	0.51	0.00	275.41	0.03	1.80	0.00
TIGR03953	rplD_bact	"50S ribosomal protein uL4"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR03406	FeS_long_SufT	"probable FeS assembly SUF system protein SufT"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
TIGR00506	ribB	"3,4-dihydroxy-2-butanone-4-phosphate synthase"	5	0.05	202.43	0.01	10.96	0.01	16.70	0.01	172.04	0.02	2.73	0.00
TIGR00422	valS	"valine--tRNA ligase"	2	0.02	113.10	0.01	2.37	0.00	0.02	0.00	110.65	0.01	0.07	0.00
TIGR02056	ChlG	"chlorophyll synthase ChlG"	1	0.01	72.73	0.00	0.00	0.00	0.02	0.00	72.68	0.01	0.03	0.00
TIGR01300	CPA3_mnhG_phaG	"monovalent cation/proton antiporter, MnhG/PhaG subunit"	2	0.02	26.62	0.00	0.21	0.00	0.02	0.00	24.88	0.00	1.51	0.00
TIGR00342	TIGR00342	"tRNA sulfurtransferase ThiI"	2	0.02	146.61	0.01	10.13	0.01	0.08	0.00	136.07	0.01	0.33	0.00
TIGR00355	purH	"phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase"	3	0.03	146.13	0.01	0.33	0.00	20.15	0.01	122.48	0.01	3.18	0.00
TIGR00138	rsmG_gidB	"16S rRNA (guanine(527)-N(7))-methyltransferase RsmG"	2	0.02	56.61	0.00	0.14	0.00	3.63	0.00	51.87	0.01	0.97	0.00
TIGR03542	DAPAT_plant	"LL-diaminopimelate aminotransferase"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR00556	pantethn_trn	"phosphopantetheine--protein transferase domain"	3	0.03	211.38	0.01	0.12	0.00	0.21	0.00	210.89	0.02	0.16	0.00
TIGR03847	TIGR03847	"conserved hypothetical protein"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
TIGR03168	1-PFK	"hexose kinase, 1-phosphofructokinase family"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
TIGR00155	pqiA_fam	"integral membrane protein, PqiA family"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR01953	NusA	"transcription termination factor NusA"	4	0.04	215.49	0.01	10.25	0.01	3.85	0.00	200.28	0.02	1.11	0.00
TIGR00097	HMP-P_kinase	"hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase"	4	0.04	318.63	0.02	2.41	0.00	0.51	0.00	315.27	0.03	0.44	0.00
TIGR00151	ispF	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	2	0.02	233.37	0.01	5.07	0.00	0.69	0.00	226.77	0.02	0.85	0.00
TIGR03831	YgiT_finger	"YgiT-type zinc finger domain"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
TIGR00670	asp_carb_tr	"aspartate carbamoyltransferase"	4	0.04	177.34	0.01	12.91	0.01	1.14	0.00	160.38	0.02	2.92	0.00
TIGR00133	gatB	"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit"	3	0.03	355.44	0.02	0.33	0.00	1.04	0.00	353.16	0.04	0.92	0.00
TIGR02155	PA_CoA_ligase	"phenylacetate-CoA ligase"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR00503	prfC	"peptide chain release factor 3"	2	0.02	64.03	0.00	2.46	0.00	0.08	0.00	61.37	0.01	0.12	0.00
TIGR01891	amidohydrolases	"amidohydrolase"	12	0.12	851.15	0.05	15.57	0.01	2.98	0.00	826.63	0.09	5.97	0.00
TIGR00544	lgt	"prolipoprotein diacylglyceryl transferase"	5	0.05	1861.40	0.12	301.29	0.23	580.75	0.27	122.35	0.01	857.01	0.28
TIGR01499	folC	"bifunctional protein FolC"	4	0.04	306.76	0.02	0.17	0.00	0.83	0.00	304.95	0.03	0.81	0.00
TIGR00630	uvra	"excinuclease ABC subunit A"	4	0.04	169.74	0.01	7.37	0.01	3.75	0.00	156.76	0.02	1.87	0.00
TIGR03821	EFP_modif_epmB	"EF-P beta-lysylation protein EpmB"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
TIGR03420	DnaA_homol_Hda	"DnaA regulatory inactivator Hda"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR00966	3a0501s07	"protein-export membrane protein SecF"	1	0.01	27.99	0.00	8.37	0.01	0.30	0.00	18.85	0.00	0.46	0.00
TIGR00099	Cof-subfamily	"Cof-like hydrolase"	7	0.07	364.22	0.02	25.46	0.02	0.14	0.00	337.96	0.04	0.66	0.00
TIGR00152	TIGR00152	"dephospho-CoA kinase"	6	0.06	316.86	0.02	24.92	0.02	8.51	0.00	279.11	0.03	4.32	0.00
TIGR02141	modB_ABC	"molybdate ABC transporter, permease protein"	2	0.02	37.60	0.00	0.21	0.00	0.00	0.00	37.35	0.00	0.04	0.00
TIGR03592	yidC_oxa1_cterm	"membrane protein insertase, YidC/Oxa1 family"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
TIGR03862	flavo_PP4765	"flavoprotein, TIGR03862 family"	3	0.03	313.17	0.02	0.11	0.00	4.39	0.00	306.44	0.03	2.23	0.00
TIGR02152	D_ribokin_bact	"ribokinase"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
TIGR00787	dctP	"TRAP transporter solute receptor, DctP family"	5	0.05	205.13	0.01	3.16	0.00	0.52	0.00	200.92	0.02	0.53	0.00
TIGR00278	TIGR00278	"putative membrane protein insertion efficiency factor"	2	0.02	123.76	0.01	2.77	0.00	0.17	0.00	120.69	0.01	0.14	0.00
TIGR03620	F420_MSMEG_4141	"probable F420-dependent oxidoreductase, MSMEG_4141 family"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
TIGR00830	PTBA	"PTS system, glucose subfamily, IIA component"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
TIGR00624	tag	"DNA-3-methyladenine glycosylase I"	1	0.01	61.51	0.00	2.77	0.00	0.00	0.00	58.63	0.01	0.11	0.00
TIGR01711	gspJ	"type II secretion system protein J"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
TIGR02799	thio_ybgC	"tol-pal system-associated acyl-CoA thioesterase"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR00528	gcvT	"glycine cleavage system T protein"	3	0.03	185.38	0.01	8.15	0.01	3.41	0.00	172.79	0.02	1.04	0.00
TIGR00369	unchar_dom_1	"uncharacterized domain 1"	7	0.07	480.13	0.03	10.39	0.01	12.99	0.01	450.48	0.05	6.26	0.00
TIGR00462	genX	"EF-P lysine aminoacylase GenX"	2	0.02	116.93	0.01	0.03	0.00	0.23	0.00	116.60	0.01	0.08	0.00
TIGR01368	CPSaseIIsmall	"carbamoyl-phosphate synthase, small subunit"	7	0.07	376.93	0.02	45.05	0.04	7.39	0.00	312.64	0.03	11.86	0.00
TIGR00185	tRNA_yibK_trmL	"tRNA (cytidine(34)-2'-O)-methyltransferase"	1	0.01	98.44	0.01	6.47	0.01	0.01	0.00	91.67	0.01	0.29	0.00
TIGR00749	glk	"glucokinase"	1	0.01	9.88	0.00	0.00	0.00	0.00	0.00	9.88	0.00	0.00	0.00
TIGR03167	tRNA_sel_U_synt	"tRNA 2-selenouridine synthase"	3	0.03	310.11	0.02	7.90	0.01	4.42	0.00	296.34	0.03	1.46	0.00
TIGR02690	resist_ArsH	"arsenical resistance protein ArsH"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
TIGR00682	lpxK	"tetraacyldisaccharide 4'-kinase"	1	0.01	29.16	0.00	0.03	0.00	3.61	0.00	24.78	0.00	0.76	0.00
TIGR00846	caca2	"calcium/proton exchanger"	1	0.01	69.50	0.00	0.00	0.00	0.02	0.00	69.46	0.01	0.02	0.00
TIGR00481	TIGR00481	"Raf kinase inhibitor-like protein, YbhB/YbcL family"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
TIGR03699	menaquin_MqnC	"dehypoxanthine futalosine cyclase"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
TIGR01393	lepA	"elongation factor 4"	4	0.04	200.72	0.01	2.73	0.00	0.72	0.00	195.41	0.02	1.86	0.00
TIGR03506	FlgEFG_subfam	"flagellar hook-basal body protein"	8	0.08	563.39	0.04	0.04	0.00	4.41	0.00	557.50	0.06	1.44	0.00
TIGR01892	AcOrn-deacetyl	"acetylornithine deacetylase (ArgE)"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
TIGR03632	uS11_bact	"ribosomal protein uS11"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
TIGR01389	recQ	"ATP-dependent DNA helicase RecQ"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
TIGR02333	2met_isocit_dHY	"2-methylisocitrate dehydratase, Fe/S-dependent"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
TIGR00694	thiM	"hydroxyethylthiazole kinase"	2	0.02	212.64	0.01	0.01	0.00	0.42	0.00	211.88	0.02	0.33	0.00
TIGR02971	heterocyst_DevB	"ABC exporter membrane fusion protein, DevB family"	4	0.04	229.32	0.01	0.28	0.00	0.07	0.00	228.77	0.02	0.21	0.00
TIGR01579	MiaB-like-C	"MiaB-like tRNA modifying enzyme"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
TIGR04056	OMP_RagA_SusC	"TonB-linked outer membrane protein, SusC/RagA family"	6	0.06	180.30	0.01	22.10	0.02	2.47	0.00	148.17	0.02	7.56	0.00
TIGR02291	rimK_rel_E_lig	"alpha-L-glutamate ligase homolog"	1	0.01	10.75	0.00	0.08	0.00	0.34	0.00	10.12	0.00	0.21	0.00
TIGR00653	GlnA	"glutamine synthetase, type I"	3	0.03	160.16	0.01	12.59	0.01	0.06	0.00	147.17	0.02	0.33	0.00
TIGR00557	pdxA	"4-hydroxythreonine-4-phosphate dehydrogenase PdxA"	2	0.02	51.80	0.00	0.00	0.00	0.02	0.00	50.43	0.01	1.34	0.00
TIGR00581	moaC	"molybdenum cofactor biosynthesis protein C"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR01830	3oxo_ACP_reduc	"3-oxoacyl-[acyl-carrier-protein] reductase"	2	0.02	95.70	0.01	2.40	0.00	0.13	0.00	93.05	0.01	0.12	0.00
TIGR00407	proA	"glutamate-5-semialdehyde dehydrogenase"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR04535	ferrit_encaps	"ferritin-like protein"	1	0.01	171.43	0.01	12.03	0.01	40.15	0.02	62.43	0.01	56.82	0.02
TIGR04037	LLM_duo_CE1759	"LLM-partnered FMN reductase, CE1759 family"	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
TIGR03284	thym_sym	"thymidylate synthase"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
TIGR01260	ATP_synt_c	"ATP synthase F0, C subunit"	2	0.02	33.27	0.00	1.08	0.00	0.17	0.00	30.20	0.00	1.82	0.00
TIGR02387	rpoC1_cyan	"DNA-directed RNA polymerase, gamma subunit"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR03661	T1SS_VCA0849	"type I secretion C-terminal target domain (VC_A0849 subclass)"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
TIGR02949	anti_SigH_actin	"anti-sigma factor, TIGR02949 family"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
TIGR02360	pbenz_hydroxyl	"4-hydroxybenzoate 3-monooxygenase"	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
TIGR02274	dCTP_deam	"deoxycytidine triphosphate deaminase"	2	0.02	57.31	0.00	0.85	0.00	0.07	0.00	56.15	0.01	0.25	0.00
TIGR01331	bisphos_cysQ	"3'(2'),5'-bisphosphate nucleotidase"	3	0.03	113.86	0.01	0.33	0.00	20.13	0.01	90.25	0.01	3.15	0.00
TIGR00969	3a0106s02	"sulfate ABC transporter, permease protein"	2	0.02	42.48	0.00	0.01	0.00	0.00	0.00	42.46	0.00	0.01	0.00
TIGR00609	recB	"exodeoxyribonuclease V, beta subunit"	2	0.02	114.57	0.01	0.44	0.00	0.59	0.00	113.04	0.01	0.50	0.00
TIGR00004	TIGR00004	"reactive intermediate/imine deaminase"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
TIGR02210	rodA_shape	"rod shape-determining protein RodA"	2	0.02	218.89	0.01	8.38	0.01	0.75	0.00	208.91	0.02	0.86	0.00
TIGR00334	5S_RNA_mat_M5	"ribonuclease M5"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
TIGR00103	DNA_YbaB_EbfC	"DNA-binding protein, YbaB/EbfC family"	3	0.03	1869.88	0.12	283.00	0.22	590.40	0.27	97.56	0.01	898.91	0.30
TIGR02074	PBP_1a_fam	"penicillin-binding protein, 1A family"	3	0.03	303.90	0.02	2.37	0.00	0.55	0.00	300.55	0.03	0.43	0.00
TIGR02673	FtsE	"cell division ATP-binding protein FtsE"	2	0.02	75.09	0.00	2.59	0.00	0.10	0.00	72.26	0.01	0.14	0.00
TIGR00673	cynS	"cyanase"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
TIGR00132	gatA	"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit"	2	0.02	134.30	0.01	0.56	0.00	16.97	0.01	113.98	0.01	2.80	0.00
TIGR00324	endA	"tRNA-intron lyase"	1	0.01	9.65	0.00	0.00	0.00	0.00	0.00	9.65	0.00	0.00	0.00
TIGR01469	cobA_cysG_Cterm	"uroporphyrinogen-III C-methyltransferase"	4	0.04	486.75	0.03	0.02	0.00	1.07	0.00	484.65	0.05	1.02	0.00
TIGR02217	chp_TIGR02217	"TIGR02217 family protein"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
TIGR00521	coaBC_dfp	"phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase"	3	0.03	107.66	0.01	3.25	0.00	3.58	0.00	99.70	0.01	1.12	0.00
TIGR01205	D_ala_D_alaTIGR	"D-alanine--D-alanine ligase"	4	0.04	106.51	0.01	1.34	0.00	3.75	0.00	98.92	0.01	2.50	0.00
TIGR00731	bL25_bact_ctc	"ribosomal protein bL25, Ctc-form"	4	0.04	2075.10	0.13	325.83	0.25	605.39	0.28	251.17	0.03	892.71	0.29
TIGR02945	SUF_assoc	"FeS assembly SUF system protein"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
TIGR03416	ABC_choXWV_perm	"choline ABC transporter, permease protein"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
TIGR00514	accC	"acetyl-CoA carboxylase, biotin carboxylase subunit"	4	0.04	182.59	0.01	10.73	0.01	16.46	0.01	151.40	0.02	4.00	0.00
TIGR02492	flgK_ends	"flagellar hook-associated protein FlgK"	2	0.02	52.97	0.00	0.03	0.00	3.61	0.00	48.58	0.01	0.76	0.00
TIGR00153	TIGR00153	"TIGR00153 family protein"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
TIGR00035	asp_race	"aspartate racemase"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
TIGR01398	FlhA	"flagellar biosynthesis protein FlhA"	2	0.02	65.10	0.00	0.05	0.00	3.18	0.00	61.18	0.01	0.70	0.00
TIGR01625	YidE_YbjL_dupl	"AspT/YidE/YbjL antiporter duplication domain"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
TIGR02151	IPP_isom_2	"isopentenyl-diphosphate delta-isomerase, type 2"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
TIGR03644	marine_trans_1	"probable ammonium transporter, marine subtype"	1	0.01	29.16	0.00	0.03	0.00	3.61	0.00	24.78	0.00	0.76	0.00
TIGR00465	ilvC	"ketol-acid reductoisomerase"	2	0.02	46.80	0.00	0.08	0.00	0.60	0.00	45.97	0.01	0.14	0.00
TIGR01366	serC_3	"putative phosphoserine aminotransferase"	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
TIGR02532	IV_pilin_GFxxxE	"prepilin-type N-terminal cleavage/methylation domain"	19	0.18	864.85	0.06	16.54	0.01	2.13	0.00	841.56	0.09	4.61	0.00
TIGR00877	purD	"phosphoribosylamine--glycine ligase"	1	0.01	12.82	0.00	0.00	0.00	0.02	0.00	11.46	0.00	1.33	0.00
TIGR02977	phageshock_pspA	"phage shock protein A"	2	0.02	116.93	0.01	0.03	0.00	0.23	0.00	116.60	0.01	0.08	0.00
TIGR02401	trehalose_TreY	"malto-oligosyltrehalose synthase"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
TIGR01145	ATP_synt_delta	"ATP synthase F1, delta subunit"	2	0.02	33.27	0.00	1.08	0.00	0.17	0.00	30.20	0.00	1.82	0.00
TIGR02823	oxido_YhdH	"putative quinone oxidoreductase, YhdH/YhfP family"	3	0.03	99.24	0.01	0.28	0.00	3.67	0.00	94.28	0.01	1.01	0.00
TIGR01498	folK	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
TIGR02168	SMC_prok_B	"chromosome segregation protein SMC"	2	0.02	275.07	0.02	0.02	0.00	0.64	0.00	273.98	0.03	0.43	0.00
TIGR01156	cytb6/f_IV	"cytb6/f complex subunit IV"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
TIGR01062	parC_Gneg	"DNA topoisomerase IV, A subunit"	2	0.02	104.40	0.01	0.24	0.00	16.56	0.01	85.27	0.01	2.33	0.00
TIGR03558	oxido_grp_1	"luciferase family oxidoreductase, group 1"	2	0.02	64.81	0.00	0.10	0.00	0.07	0.00	64.54	0.01	0.10	0.00
TIGR01926	peroxid_rel	"uncharacterized peroxidase-related enzyme"	3	0.03	239.43	0.02	0.25	0.00	3.94	0.00	234.02	0.03	1.22	0.00
TIGR01184	ntrCD	"nitrate ABC transporter, ATP-binding proteins C and D"	2	0.02	425.77	0.03	0.02	0.00	1.12	0.00	423.61	0.05	1.02	0.00
TIGR04396	surf_polysacc	"surface carbohydrate biosynthesis protein"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
TIGR01825	gly_Cac_T_rel	"putative pyridoxal phosphate-dependent acyltransferase"	2	0.02	128.40	0.01	10.33	0.01	0.06	0.00	117.73	0.01	0.28	0.00
TIGR00786	dctM	"TRAP transporter, DctM subunit"	13	0.13	1155.82	0.07	3.27	0.00	12.90	0.01	1135.23	0.12	4.43	0.00
TIGR00656	asp_kin_monofn	"aspartate kinase, monofunctional class"	2	0.02	281.50	0.02	7.87	0.01	0.49	0.00	272.58	0.03	0.57	0.00
TIGR00059	L17	"ribosomal protein bL17"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
TIGR01122	ilvE_I	"branched-chain amino acid aminotransferase"	4	0.04	299.37	0.02	0.15	0.00	4.39	0.00	293.30	0.03	1.52	0.00
TIGR01749	fabA	"beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
TIGR00325	lpxC	"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase"	3	0.03	234.37	0.01	0.28	0.00	3.76	0.00	229.18	0.02	1.15	0.00
TIGR04138	Plancto_Ver_chp	"Verruc_Plancto-restricted protein"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
TIGR02785	addA_Gpos	"helicase-exonuclease AddAB, AddA subunit"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR01862	N2-ase-Ialpha	"nitrogenase component I, alpha chain"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR03140	AhpF	"alkyl hydroperoxide reductase subunit F"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
TIGR04274	hypoxanDNAglyco	"DNA-deoxyinosine glycosylase"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
TIGR01090	apt	"adenine phosphoribosyltransferase"	2	0.02	62.04	0.00	2.37	0.00	0.00	0.00	59.62	0.01	0.05	0.00
TIGR00773	NhaA	"Na+/H+ antiporter NhaA"	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
TIGR00206	fliF	"flagellar M-ring protein FliF"	2	0.02	69.27	0.00	0.03	0.00	3.61	0.00	64.88	0.01	0.76	0.00
TIGR03861	phenyl_ABC_PedC	"alcohol ABC transporter, permease protein"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
TIGR01617	arsC_related	"transcriptional regulator, Spx/MgsR family"	2	0.02	57.78	0.00	2.37	0.00	0.00	0.00	55.37	0.01	0.04	0.00
TIGR00573	dnaq	"exonuclease, DNA polymerase III, epsilon subunit family"	7	0.07	530.63	0.03	25.99	0.02	4.21	0.00	497.03	0.05	3.40	0.00
TIGR00148	TIGR00148	"decarboxylase, UbiD family"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
TIGR01356	aroA	"3-phosphoshikimate 1-carboxyvinyltransferase"	2	0.02	93.79	0.01	5.15	0.00	20.04	0.01	65.86	0.01	2.73	0.00
TIGR00358	3_prime_RNase	"VacB and RNase II family 3'-5' exoribonucleases"	5	0.05	340.66	0.02	1.12	0.00	27.61	0.01	305.65	0.03	6.28	0.00
TIGR00461	gcvP	"glycine dehydrogenase"	3	0.03	153.75	0.01	0.06	0.00	3.48	0.00	149.35	0.02	0.87	0.00
TIGR00406	prmA	"ribosomal protein L11 methyltransferase"	2	0.02	107.45	0.01	2.37	0.00	0.15	0.00	104.85	0.01	0.08	0.00
TIGR02534	mucon_cyclo	"muconate and chloromuconate cycloisomerases"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
TIGR01238	D1pyr5carbox3	"delta-1-pyrroline-5-carboxylate dehydrogenase"	3	0.03	291.23	0.02	0.01	0.00	0.62	0.00	290.21	0.03	0.39	0.00
TIGR03696	Rhs_assc_core	"RHS repeat-associated core domain"	1	0.01	68.00	0.00	0.00	0.00	0.14	0.00	67.82	0.01	0.03	0.00
TIGR01662	HAD-SF-IIIA	"HAD hydrolase, family IIIA"	2	0.02	61.96	0.00	2.37	0.00	0.00	0.00	59.55	0.01	0.04	0.00
TIGR00086	smpB	"SsrA-binding protein"	2	0.02	54.73	0.00	0.14	0.00	3.74	0.00	49.97	0.01	0.89	0.00
TIGR01256	modA	"molybdate ABC transporter, periplasmic molybdate-binding protein"	2	0.02	37.60	0.00	0.21	0.00	0.00	0.00	37.35	0.00	0.04	0.00
TIGR01373	soxB	"sarcosine oxidase, beta subunit family"	2	0.02	220.46	0.01	0.03	0.00	4.01	0.00	215.33	0.02	1.09	0.00
TIGR03107	glu_aminopep	"glutamyl aminopeptidase"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
